mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
1,1,3,98.1317,98.6960,-2.242721,1.801224,1.546791,99.9997,0.0001,0.0001,1.14e-06
2,2,3,123.3713,128.3049,-1.415081,1.802568,1.649566,99.9995,0.0002,0.0004,8.34e-07
3,2,3,136.9809,128.3049,-1.169923,1.801069,1.661641,99.9994,0.0004,0.0002,7.08e-07
4,1,4,155.9510,167.7833,-1.151681,1.801293,1.689824,99.9992,0.0004,0.0005,5.35e-07
5,3,3,182.0962,177.6529,-1.601868,1.800684,1.719050,99.9990,0.0007,0.0003,4.45e-07
6,2,4,194.4413,197.3921,-1.825393,1.800768,1.685482,99.9990,0.0003,0.0006,4.55e-07
7,2,4,213.2802,197.3921,-1.094258,1.800066,1.721800,99.9989,0.0006,0.0006,3.33e-07
8,3,4,236.3010,246.7401,-1.373574,1.800465,1.708950,99.9986,0.0006,0.0007,3.09e-07
9,3,4,245.5063,246.7401,-2.300991,1.800063,1.729316,99.9985,0.0009,0.0005,2.86e-07
10,1,5,255.0320,256.6097,-2.211232,1.802254,1.706603,99.9986,0.0006,0.0008,2.55e-07
11,1,5,268.9140,256.6097,-1.319218,1.800760,1.723566,99.9985,0.0008,0.0007,2.15e-07
12,2,5,289.6224,286.2185,-1.924727,1.799240,1.735319,99.9982,0.0006,0.0012,1.97e-07
13,2,5,293.9558,286.2185,-1.568110,1.800682,1.660288,99.9987,0.0006,0.0006,2.12e-07
14,4,4,308.4484,315.8273,-1.631458,1.801254,1.702759,99.9983,0.0008,0.0009,1.89e-07
15,4,4,321.5713,315.8273,-1.740237,1.800914,1.670030,99.9986,0.0007,0.0007,1.71e-07
16,3,5,330.0547,335.5665,-1.784485,1.801714,1.733619,99.9980,0.0014,0.0006,1.96e-07
17,3,5,336.9911,335.5665,-2.372098,1.800571,1.714448,99.9981,0.0012,0.0007,1.96e-07
18,3,5,340.6462,335.5665,-1.819948,1.799634,1.720831,99.9980,0.0008,0.0012,1.65e-07
19,3,5,347.1302,335.5665,-1.462684,1.801058,1.730744,99.9980,0.0010,0.0011,1.56e-07
20,1,6,359.6389,365.1754,-1.819271,1.801811,1.591685,99.9988,0.0006,0.0005,2.00e-07
21,1,6,368.9592,365.1754,-1.984570,1.801469,1.740396,99.9977,0.0013,0.0010,1.48e-07
22,2,6,388.5191,394.7842,-1.799431,1.801636,1.657718,99.9983,0.0009,0.0008,1.39e-07
23,2,6,395.6743,394.7842,-2.646910,1.801650,1.652128,99.9984,0.0007,0.0009,1.52e-07
24,2,6,399.6101,394.7842,-1.912782,1.800511,1.699426,99.9979,0.0008,0.0013,1.41e-07
25,4,5,400.8777,404.6538,-2.030040,1.801055,1.691850,99.9980,0.0009,0.0011,1.44e-07
26,4,5,406.9415,404.6538,-2.247682,1.803306,1.715917,99.9978,0.0007,0.0015,1.38e-07
27,4,5,416.6966,404.6538,-1.526355,1.800198,1.737185,99.9975,0.0010,0.0015,1.19e-07
28,4,5,422.0501,404.6538,-1.366627,1.800976,1.696720,99.9979,0.0008,0.0012,1.00e-07
29,3,6,434.9150,444.1322,-1.682915,1.802661,1.673618,99.9980,0.0010,0.0011,1.12e-07
30,3,6,450.7666,444.1322,-1.825709,1.802946,1.668509,99.9980,0.0009,0.0011,1.26e-07
31,3,6,455.5204,444.1322,-1.591056,1.800628,1.677532,99.9979,0.0013,0.0008,1.08e-07
32,3,6,461.9579,444.1322,-1.396466,1.800342,1.674137,99.9979,0.0011,0.0010,1.15e-07
33,1,7,471.9516,493.4802,-1.360254,1.801457,1.671324,99.9977,0.0012,0.0010,1.10e-07
34,1,7,472.4103,493.4802,-1.369607,1.800706,1.693592,99.9975,0.0014,0.0011,1.14e-07
35,1,7,479.9203,493.4802,-1.561013,1.800986,1.700204,99.9974,0.0016,0.0010,1.01e-07
36,1,7,495.9709,493.4802,-2.296944,1.800759,1.674884,99.9977,0.0012,0.0011,8.61e-08
37,1,7,500.0667,493.4802,-1.874615,1.800789,1.711214,99.9973,0.0016,0.0011,8.51e-08
38,4,6,512.4559,513.2194,-2.827476,1.802819,1.694565,99.9974,0.0011,0.0015,9.91e-08
39,2,7,520.1425,523.0890,-2.249265,1.800754,1.675187,99.9976,0.0014,0.0011,8.42e-08
40,2,7,522.6399,523.0890,-3.066217,1.802993,1.708621,99.9972,0.0010,0.0018,9.96e-08
41,2,7,525.8505,523.0890,-2.277435,1.802260,1.710329,99.9972,0.0012,0.0016,8.19e-08
42,2,7,529.8022,523.0890,-1.891646,1.801012,1.683524,99.9975,0.0013,0.0013,9.10e-08
43,2,7,542.8337,523.0890,-1.423125,1.800529,1.702084,99.9972,0.0010,0.0018,7.57e-08
44,3,7,553.0371,572.4371,-1.469927,1.801712,1.718914,99.9967,0.0020,0.0013,6.31e-08
45,3,7,555.5103,572.4371,-1.529154,1.801740,1.685428,99.9972,0.0015,0.0013,7.39e-08
46,3,7,569.2202,572.4371,-2.250294,1.802710,1.696022,99.9971,0.0014,0.0015,8.29e-08
47,3,7,572.3957,572.4371,-4.141212,1.800548,1.675989,99.9973,0.0014,0.0013,8.02e-08
48,3,7,579.5367,572.4371,-1.906489,1.802661,1.724885,99.9967,0.0015,0.0019,6.91e-08
49,3,7,583.5555,572.4371,-1.711684,1.800198,1.695933,99.9970,0.0017,0.0012,7.14e-08
50,5,6,593.9180,602.0459,-1.869651,1.801743,1.675261,99.9972,0.0016,0.0012,7.54e-08
51,5,6,598.7420,602.0459,-2.260603,1.800493,1.708467,99.9967,0.0016,0.0017,7.00e-08
52,5,6,602.7482,602.0459,-2.933089,1.801844,1.695919,99.9969,0.0015,0.0016,6.37e-08
53,5,6,608.3467,602.0459,-1.980233,1.802049,1.665633,99.9973,0.0013,0.0014,5.78e-08
54,5,6,617.3364,602.0459,-1.595206,1.802380,1.725490,99.9965,0.0018,0.0017,6.05e-08
55,1,8,622.7716,641.5243,-1.534149,1.800631,1.668327,99.9971,0.0018,0.0011,5.67e-08
