mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
19,4,6,503.8620,513.2194,-1.739148,1.801137,1.715835,2.121707,99.9971,0.0012,0.0016,6.44e-08
20,2,7,545.6000,523.0890,-1.366181,1.800986,1.735343,2.148214,99.9968,0.0018,0.0014,4.70e-08
21,3,7,554.8015,572.4371,-1.511339,1.801136,1.736146,2.060884,99.9965,0.0014,0.0022,7.08e-08
22,3,7,561.6651,572.4371,-1.725433,1.800691,1.731805,2.087650,99.9965,0.0013,0.0022,4.75e-08
23,3,7,570.5393,572.4371,-2.479477,1.801083,1.729741,2.108681,99.9966,0.0022,0.0012,6.01e-08
24,5,6,587.8916,602.0459,-1.628742,1.801604,1.738136,2.065076,99.9963,0.0025,0.0012,4.64e-08
25,5,6,603.8233,602.0459,-2.529842,1.801388,1.744078,2.076810,99.9961,0.0025,0.0014,5.49e-08
26,5,6,611.9718,602.0459,-1.782857,1.801214,1.751498,2.072350,99.9960,0.0013,0.0027,4.82e-08
27,5,6,619.9822,602.0459,-1.525895,1.800866,1.753549,2.084969,99.9960,0.0018,0.0022,4.53e-08
28,1,8,634.4373,641.5243,-1.956752,1.801408,1.733317,2.075167,99.9961,0.0020,0.0019,4.27e-08
29,2,8,656.5587,671.1331,-1.663218,1.801709,1.744505,2.035482,99.9957,0.0017,0.0026,3.82e-08
30,2,8,671.4691,671.1331,-3.300467,1.801819,1.744592,2.051812,99.9957,0.0012,0.0031,4.43e-08
31,2,8,677.2845,671.1331,-2.037834,1.800698,1.750466,2.050887,99.9956,0.0025,0.0019,4.08e-08
32,6,6,702.4100,710.6115,-1.937736,1.801195,1.750030,2.021352,99.9953,0.0026,0.0021,3.62e-08
33,6,6,708.2436,710.6115,-2.477267,1.801609,1.755000,2.024523,99.9952,0.0016,0.0032,3.12e-08
34,5,7,732.9001,730.3507,-2.457102,1.800817,1.752948,2.028836,99.9951,0.0037,0.0012,3.72e-08
35,5,7,736.1879,730.3507,-2.097332,1.800877,1.752420,2.047301,99.9951,0.0030,0.0019,3.32e-08
36,5,7,748.7112,730.3507,-1.599648,1.801028,1.754304,2.055682,99.9951,0.0035,0.0014,4.14e-08
37,5,7,756.0335,730.3507,-1.453890,1.801105,1.740631,2.058017,99.9954,0.0016,0.0030,4.23e-08
38,4,8,768.9753,789.5684,-1.583668,1.800638,1.717517,2.037172,99.9955,0.0018,0.0027,3.88e-08
39,4,8,776.7913,789.5684,-1.790959,1.800459,1.746965,2.029585,99.9949,0.0023,0.0028,2.98e-08
40,1,9,799.5808,809.3076,-1.920147,1.800977,1.754064,2.013362,99.9946,0.0032,0.0023,3.09e-08
41,1,9,800.6952,809.3076,-1.972991,1.800767,1.763353,1.977281,99.9943,0.0031,0.0025,3.45e-08
42,2,9,830.8037,838.9164,-2.014552,1.800771,1.758050,1.990708,99.9943,0.0023,0.0034,2.44e-08
43,2,9,846.6657,838.9164,-2.034456,1.800678,1.767103,1.988008,99.9940,0.0042,0.0018,2.73e-08
44,2,9,856.9449,838.9164,-1.667758,1.802253,1.768057,1.991459,99.9940,0.0027,0.0032,3.11e-08
45,5,8,873.1227,878.3948,-2.221708,1.800653,1.759485,1.986216,99.9939,0.0021,0.0040,2.96e-08
46,5,8,880.4695,878.3948,-2.626726,1.801179,1.739318,2.032011,99.9945,0.0029,0.0026,2.47e-08
47,3,9,895.0258,888.2644,-2.118503,1.801367,1.757232,1.998833,99.9940,0.0028,0.0032,2.47e-08
48,3,9,901.8727,888.2644,-1.814738,1.800431,1.759859,1.996491,99.9939,0.0036,0.0026,2.45e-08
49,3,9,912.0661,888.2644,-1.571933,1.800696,1.764042,1.999451,99.9937,0.0034,0.0029,2.64e-08
50,4,9,924.3379,957.3516,-1.462377,1.800544,1.759690,1.939553,99.9934,0.0019,0.0048,2.76e-08
51,4,9,933.0063,957.3516,-1.594656,1.800054,1.751158,1.966797,99.9936,0.0033,0.0031,2.78e-08
52,4,9,947.7962,957.3516,-2.000823,1.800665,1.759195,1.972882,99.9934,0.0032,0.0034,1.84e-08
53,4,9,961.8347,957.3516,-2.329498,1.800550,1.766333,1.962806,99.9932,0.0020,0.0048,2.52e-08
54,7,7,968.1500,967.2212,-3.017614,1.800740,1.772002,1.939653,99.9929,0.0047,0.0023,2.12e-08
55,6,8,990.1481,986.9604,-2.490832,1.801445,1.772628,1.941040,99.9928,0.0044,0.0028,2.28e-08
56,1,10,1002.1527,996.8300,-2.272494,1.800258,1.766620,1.956474,99.9929,0.0027,0.0044,2.00e-08
57,1,10,1010.9625,996.8300,-1.848404,1.800614,1.766862,1.966860,99.9929,0.0047,0.0024,1.80e-08
58,2,10,1020.4336,1026.4389,-2.232805,1.800797,1.764628,1.947086,99.9928,0.0042,0.0030,2.02e-08
59,5,9,1043.2673,1046.1781,-2.555600,1.801263,1.759942,1.974087,99.9928,0.0036,0.0036,2.25e-08
60,5,9,1045.5496,1046.1781,-3.221350,1.800862,1.765275,1.957649,99.9926,0.0031,0.0043,1.60e-08
61,3,10,1061.5285,1075.7869,-1.877655,1.800325,1.757351,1.935927,99.9927,0.0035,0.0038,2.28e-08
62,3,10,1066.2885,1075.7869,-2.054076,1.800716,1.765019,1.941923,99.9924,0.0031,0.0045,2.12e-08
63,3,10,1069.1898,1075.7869,-2.212373,1.801564,1.762983,1.957566,99.9925,0.0041,0.0034,2.20e-08
64,3,10,1088.8511,1075.7869,-1.915644,1.800694,1.764780,1.962987,99.9924,0.0048,0.0028,1.51e-08
65,7,8,1102.8416,1115.2653,-1.953128,1.801113,1.761733,1.927863,99.9922,0.0042,0.0036,1.95e-08
66,7,8,1118.7210,1115.2653,-2.508841,1.801100,1.770085,1.939208,99.9919,0.0035,0.0046,1.60e-08
67,7,8,1128.2358,1115.2653,-1.934420,1.801337,1.762795,1.947974,99.9922,0.0046,0.0032,1.76e-08
68,4,10,1137.0502,1144.8741,-2.165336,1.801529,1.762798,1.924206,99.9920,0.0034,0.0046,1.57e-08
69,6,9,1160.6974,1154.7437,-2.287698,1.801180,1.771772,1.918114,99.9916,0.0053,0.0031,1.75e-08
70,6,9,1167.6254,1154.7437,-1.952512,1.802460,1.771795,1.930795,99.9916,0.0029,0.0055,1.41e-08
71,6,9,1174.9018,1154.7437,-1.758037,1.800464,1.775169,1.932554,99.9914,0.0034,0.0052,1.77e-08
72,1,11,1184.0459,1204.0917,-1.778636,1.800309,1.761647,1.912883,99.9916,0.0043,0.0041,1.68e-08
73,1,11,1191.5406,1204.0917,-1.981975,1.801701,1.769723,1.919581,99.9913,0.0033,0.0054,1.31e-08
74,1,11,1199.2561,1204.0917,-2.396207,1.801455,1.761738,1.931084,99.9916,0.0046,0.0037,1.68e-08
75,1,11,1217.8983,1204.0917,-1.940575,1.799956,1.761110,1.949902,99.9916,0.0045,0.0039,1.87e-08
76,2,11,1223.6761,1233.7006,-2.090151,1.799545,1.762898,1.915780,99.9913,0.0036,0.0051,1.57e-08
77,2,11,1236.5289,1233.7006,-2.639684,1.800739,1.742088,1.949805,99.9921,0.0042,0.0037,1.64e-08
78,2,11,1247.6362,1233.7006,-1.947082,1.800800,1.767961,1.930262,99.9912,0.0056,0.0032,1.76e-08
79,8,8,1269.7649,1263.3094,-2.291580,1.802493,1.764460,1.924773,99.9912,0.0038,0.0050,1.79e-08
80,3,11,1276.0410,1283.0486,-2.262677,1.801534,1.759777,1.930098,99.9912,0.0041,0.0048,1.26e-08
81,3,11,1278.2101,1283.0486,-2.423533,1.800685,1.767267,1.911428,99.9908,0.0040,0.0051,1.67e-08
82,3,11,1290.9119,1283.0486,-2.212636,1.801090,1.762073,1.915059,99.9911,0.0060,0.0029,1.66e-08
83,3,11,1295.7280,1283.0486,-2.005145,1.802054,1.745720,1.948521,99.9917,0.0039,0.0044,1.50e-08
84,6,10,1318.0799,1342.2662,-1.744269,1.800748,1.749699,1.941581,99.9911,0.0042,0.0047,1.40e-08
85,6,10,1324.1758,1342.2662,-1.870391,1.801106,1.755097,1.924049,99.9909,0.0039,0.0051,1.34e-08
86,6,10,1340.2652,1342.2662,-2.826600,1.799855,1.759457,1.922401,99.9907,0.0035,0.0058,1.54e-08
87,6,10,1344.2066,1342.2662,-2.839940,1.799996,1.742060,1.942998,99.9914,0.0038,0.0048,1.33e-08
88,4,11,1355.5661,1352.1358,-2.595694,1.800758,1.757705,1.922454,99.9907,0.0045,0.0048,1.42e-08
89,4,11,1369.9229,1352.1358,-1.880916,1.802161,1.762089,1.918117,99.9906,0.0038,0.0055,1.12e-08
90,4,11,1380.4911,1352.1358,-1.678386,1.801583,1.769114,1.927312,99.9903,0.0047,0.0050,1.48e-08
91,1,12,1394.6176,1431.0926,-1.593672,1.802358,1.757894,1.898835,99.9903,0.0058,0.0039,1.21e-08
92,1,12,1406.8782,1431.0926,-1.771594,1.800388,1.759710,1.894659,99.9901,0.0033,0.0066,1.38e-08
93,1,12,1419.0877,1431.0926,-2.076308,1.801360,1.766697,1.901049,99.9898,0.0045,0.0057,9.70e-09
94,5,11,1439.5023,1440.9622,-2.994313,1.800984,1.770868,1.902158,99.9895,0.0046,0.0058,9.54e-09
95,5,11,1443.0098,1440.9622,-2.847423,1.801633,1.745743,1.919818,99.9907,0.0044,0.0049,1.59e-08
96,2,12,1455.6935,1460.7015,-2.464904,1.801665,1.761772,1.894893,99.9898,0.0050,0.0052,1.42e-08
97,2,12,1458.0976,1460.7015,-2.748940,1.801832,1.763661,1.903374,99.9897,0.0068,0.0034,1.07e-08
98,7,10,1479.2960,1470.5711,-2.226724,1.802702,1.775331,1.896274,99.9892,0.0048,0.0061,1.20e-08
99,7,10,1483.2821,1470.5711,-2.063306,1.800296,1.768241,1.909740,99.9894,0.0051,0.0055,1.37e-08
100,3,12,1493.5578,1510.0495,-1.961726,1.802823,1.772824,1.883762,99.9891,0.0041,0.0069,1.28e-08
101,3,12,1507.0022,1510.0495,-2.695085,1.801764,1.763020,1.900154,99.9895,0.0055,0.0050,1.19e-08
102,3,12,1517.4381,1510.0495,-2.310427,1.801527,1.759758,1.914161,99.9896,0.0040,0.0063,9.60e-09
103,3,12,1521.3920,1510.0495,-2.124282,1.800647,1.756917,1.905509,99.9897,0.0055,0.0047,1.21e-08
104,6,11,1532.9109,1549.5279,-1.969647,1.800330,1.764363,1.891577,99.9891,0.0053,0.0057,1.23e-08
105,6,11,1544.8332,1549.5279,-2.518592,1.800977,1.746899,1.913758,99.9899,0.0051,0.0050,1.25e-08
106,6,11,1551.2240,1549.5279,-2.960752,1.800189,1.758920,1.917338,99.9893,0.0057,0.0050,8.60e-09
107,4,12,1564.4665,1579.1367,-2.031983,1.801214,1.752951,1.900238,99.9894,0.0060,0.0046,1.18e-08
108,4,12,1568.2868,1579.1367,-2.162993,1.801898,1.755141,1.910320,99.9894,0.0052,0.0055,1.08e-08
109,4,12,1579.1884,1579.1367,-4.484874,1.800739,1.744166,1.921199,99.9898,0.0044,0.0058,1.13e-08
110,9,9,1594.9813,1598.8759,-2.613349,1.801007,1.759861,1.905682,99.9890,0.0065,0.0045,1.11e-08
111,9,9,1600.4230,1598.8759,-3.014313,1.800826,1.760948,1.910487,99.9889,0.0059,0.0052,1.07e-08
112,9,9,1606.9500,1598.8759,-2.296722,1.800540,1.766149,1.889966,99.9886,0.0067,0.0046,9.87e-09
113,8,10,1615.4018,1618.6151,-2.702188,1.801971,1.760515,1.898314,99.9889,0.0051,0.0061,1.01e-08
114,8,10,1617.4755,1618.6151,-3.152401,1.800833,1.761776,1.896617,99.9887,0.0065,0.0048,1.00e-08
115,8,10,1629.5637,1618.6151,-2.169785,1.800666,1.764644,1.907467,99.9886,0.0062,0.0052,1.00e-08
116,8,10,1637.2082,1618.6151,-1.939793,1.800262,1.747646,1.926207,99.9894,0.0044,0.0062,1.06e-08
117,5,12,1655.9733,1667.9631,-2.143374,1.802904,1.754454,1.908850,99.9889,0.0053,0.0058,1.05e-08
118,5,12,1664.6610,1667.9631,-2.703389,1.802127,1.759718,1.896618,99.9885,0.0050,0.0065,1.09e-08
119,5,12,1671.8245,1667.9631,-2.635448,1.800828,1.765509,1.896909,99.9882,0.0060,0.0058,9.20e-09
120,1,13,1680.5786,1677.8327,-2.786075,1.801995,1.738037,1.918592,99.9896,0.0050,0.0055,1.08e-08
121,1,13,1687.3106,1677.8327,-2.248038,1.802793,1.769017,1.891209,99.9880,0.0063,0.0057,1.07e-08
122,2,13,1700.2484,1707.4416,-2.375423,1.802433,1.755288,1.896900,99.9885,0.0065,0.0050,1.85e-08
123,2,13,1703.9147,1707.4416,-2.684961,1.799564,1.761390,1.889449,99.9880,0.0058,0.0062,1.05e-08
124,2,13,1717.4413,1707.4416,-2.232358,1.802399,1.750691,1.913668,99.9888,0.0065,0.0047,9.50e-09
125,2,13,1723.6361,1707.4416,-2.022977,1.801897,1.759534,1.901349,99.9883,0.0051,0.0067,9.74e-09
126,2,13,1730.7013,1707.4416,-1.865740,1.802361,1.758360,1.898830,99.9883,0.0052,0.0065,1.19e-08
127,3,13,1738.6384,1756.7896,-1.985814,1.801629,1.744706,1.895018,99.9887,0.0051,0.0062,1.09e-08
128,3,13,1744.6545,1756.7896,-2.160678,1.802038,1.758195,1.889497,99.9880,0.0062,0.0058,9.64e-09
129,3,13,1746.9292,1756.7896,-2.250825,1.802584,1.755246,1.897799,99.9882,0.0047,0.0071,7.77e-09
130,3,13,1758.6192,1756.7896,-2.982369,1.802162,1.751365,1.895244,99.9884,0.0056,0.0061,9.77e-09
131,6,12,1771.4773,1776.5288,-2.546149,1.801441,1.758486,1.887875,99.9878,0.0065,0.0057,9.81e-09
132,6,12,1772.2928,1776.5288,-2.622617,1.799352,1.752125,1.893468,99.9880,0.0059,0.0061,8.03e-09
133,9,10,1781.8846,1786.3984,-2.597441,1.800815,1.765504,1.879157,99.9873,0.0065,0.0062,1.02e-08
134,9,10,1800.4539,1786.3984,-2.104133,1.799163,1.764393,1.893666,99.9873,0.0054,0.0073,8.87e-09
135,9,10,1801.3000,1786.3984,-2.078746,1.801373,1.773180,1.885954,99.9869,0.0068,0.0063,9.40e-09
136,4,13,1815.9450,1825.8768,-2.264441,1.800923,1.764771,1.875127,99.9871,0.0054,0.0075,1.03e-08
137,4,13,1829.1844,1825.8768,-2.741964,1.801032,1.769713,1.879980,99.9868,0.0081,0.0051,7.51e-09
138,4,13,1842.6229,1825.8768,-2.037558,1.800643,1.763217,1.892488,99.9872,0.0062,0.0066,1.04e-08
139,4,13,1850.4812,1825.8768,-1.870459,1.799313,1.772099,1.880483,99.9866,0.0062,0.0072,7.60e-09
140,7,12,1868.2687,1904.8336,-1.716792,1.801037,1.760506,1.867719,99.9868,0.0063,0.0069,8.38e-09
141,7,12,1874.0173,1904.8336,-1.791076,1.801049,1.756783,1.875233,99.9870,0.0070,0.0059,9.97e-09
142,7,12,1885.7758,1904.8336,-1.999783,1.802257,1.766970,1.870206,99.9865,0.0077,0.0058,7.31e-09
143,7,12,1894.8382,1904.8336,-2.280057,1.800851,1.756066,1.879860,99.9871,0.0074,0.0055,9.75e-09
144,7,12,1904.0046,1904.8336,-3.361288,1.800421,1.757664,1.881471,99.9870,0.0074,0.0056,9.21e-09
145,5,13,1914.4295,1914.7033,-3.844700,1.802182,1.756523,1.891707,99.9869,0.0073,0.0057,7.86e-09
146,5,13,1918.7718,1914.7033,-2.672658,1.801463,1.767006,1.881470,99.9862,0.0067,0.0071,9.32e-09
147,1,14,1929.6804,1944.3121,-2.123471,1.799518,1.756532,1.881001,99.9867,0.0053,0.0080,6.39e-09
148,1,14,1933.1151,1944.3121,-2.239665,1.800638,1.761437,1.883672,99.9865,0.0063,0.0072,8.13e-09
149,1,14,1941.8773,1944.3121,-2.902314,1.800537,1.761322,1.881820,99.9865,0.0066,0.0069,8.62e-09
150,2,14,1959.7321,1973.9209,-2.143384,1.799482,1.762195,1.871047,99.9861,0.0064,0.0075,6.95e-09
151,2,14,1969.9291,1973.9209,-2.694160,1.800592,1.761949,1.881182,99.9862,0.0080,0.0058,7.91e-09
152,9,11,1987.5112,1993.6601,-2.510853,1.800295,1.766435,1.871561,99.9858,0.0061,0.0081,7.82e-09
153,9,11,2000.5143,1993.6601,-2.463691,1.801241,1.769784,1.880015,99.9857,0.0068,0.0076,8.22e-09
154,9,11,2005.8456,1993.6601,-2.213806,1.800073,1.758226,1.890692,99.9863,0.0072,0.0065,8.86e-09
155,3,14,2013.8665,2023.2689,-2.332813,1.799883,1.762241,1.876098,99.9858,0.0069,0.0073,7.15e-09
156,3,14,2015.0424,2023.2689,-2.390841,1.801375,1.757217,1.889000,99.9862,0.0079,0.0059,7.32e-09
157,3,14,2021.0144,2023.2689,-2.952995,1.800664,1.762324,1.877142,99.9858,0.0084,0.0058,7.45e-09
158,8,12,2040.0415,2052.8777,-2.203926,1.801284,1.771605,1.863307,99.9850,0.0087,0.0063,7.05e-09
159,8,12,2059.3296,2052.8777,-2.502673,1.800964,1.776128,1.865480,99.9847,0.0098,0.0056,7.26e-09
160,8,12,2061.7322,2052.8777,-2.365198,1.800440,1.764579,1.880084,99.9854,0.0073,0.0072,6.94e-09
161,8,12,2065.2518,2052.8777,-2.219849,1.801570,1.768561,1.888195,99.9853,0.0074,0.0073,6.82e-09
162,8,12,2067.6433,2052.8777,-2.143113,1.800856,1.765404,1.881801,99.9854,0.0090,0.0056,8.01e-09
163,4,14,2092.3601,2092.3561,-5.720349,1.800886,1.760893,1.875897,99.9855,0.0078,0.0068,6.53e-09
164,4,14,2110.8017,2092.3561,-2.054744,1.801005,1.764108,1.882103,99.9853,0.0077,0.0070,5.81e-09
165,4,14,2118.1550,2092.3561,-1.909036,1.800304,1.766940,1.884013,99.9850,0.0067,0.0083,7.47e-09
166,7,13,2132.2233,2151.5738,-2.046065,1.800145,1.768735,1.867320,99.9845,0.0092,0.0063,6.36e-09
167,7,13,2135.2822,2151.5738,-2.120793,1.802128,1.761974,1.869447,99.9851,0.0086,0.0063,8.81e-09
168,7,13,2135.6094,2151.5738,-2.129606,1.800878,1.754889,1.880631,99.9855,0.0088,0.0057,6.82e-09
169,7,13,2153.9515,2151.5738,-2.956587,1.800860,1.756090,1.890818,99.9854,0.0085,0.0061,6.01e-09
170,7,13,2164.7189,2151.5738,-2.213991,1.801517,1.768785,1.879790,99.9846,0.0092,0.0062,6.45e-09
171,5,14,2176.8205,2181.1826,-2.698998,1.802536,1.765094,1.878052,99.9847,0.0081,0.0072,8.01e-09
172,5,14,2184.1726,2181.1826,-2.863017,1.800748,1.765466,1.876528,99.9845,0.0081,0.0073,6.14e-09
173,5,14,2195.5943,2181.1826,-2.179977,1.800385,1.769194,1.875619,99.9842,0.0080,0.0078,6.17e-09
174,5,14,2197.6429,2181.1826,-2.122253,1.800984,1.770886,1.879995,99.9842,0.0077,0.0081,8.17e-09
175,5,14,2197.9938,2181.1826,-2.113094,1.800900,1.764014,1.877206,99.9847,0.0081,0.0073,7.79e-09
176,9,12,2224.6729,2220.6610,-2.743130,1.802445,1.774181,1.866734,99.9836,0.0080,0.0084,6.60e-09
177,1,15,2230.5907,2230.5306,-4.569630,1.800435,1.774038,1.864594,99.9836,0.0074,0.0090,5.68e-09
178,1,15,2234.2510,2230.5306,-2.777815,1.800622,1.764014,1.875797,99.9844,0.0092,0.0065,5.11e-09
179,2,15,2250.2845,2260.1394,-2.360484,1.800183,1.763878,1.869692,99.9840,0.0086,0.0074,7.37e-09
180,2,15,2255.0725,2260.1394,-2.649392,1.801442,1.768134,1.860949,99.9838,0.0085,0.0077,6.02e-09
181,2,15,2261.1680,2260.1394,-3.341886,1.800577,1.764425,1.871394,99.9840,0.0091,0.0069,6.06e-09
182,2,15,2270.9869,2260.1394,-2.318805,1.803305,1.772015,1.870658,99.9837,0.0084,0.0079,6.46e-09
183,6,14,2286.3020,2289.7482,-2.822439,1.801397,1.769360,1.864191,99.9835,0.0081,0.0084,5.77e-09
184,8,13,2302.8007,2299.6178,-2.858834,1.802367,1.770101,1.868861,99.9834,0.0083,0.0083,5.76e-09
185,3,15,2311.1547,2309.4874,-3.141515,1.800989,1.771909,1.865885,99.9830,0.0081,0.0089,8.21e-09
186,3,15,2318.9280,2309.4874,-2.388519,1.802703,1.767983,1.870501,99.9834,0.0087,0.0079,4.96e-09
187,3,15,2326.7937,2309.4874,-2.125313,1.802596,1.770352,1.873580,99.9832,0.0095,0.0073,7.16e-09
188,3,15,2336.3222,2309.4874,-1.934817,1.801683,1.768198,1.878568,99.9833,0.0096,0.0071,6.59e-09
189,3,15,2343.9191,2309.4874,-1.826558,1.801948,1.772782,1.873688,99.9830,0.0095,0.0075,7.86e-09
190,4,15,2350.7428,2378.5747,-1.931775,1.801572,1.758404,1.867273,99.9838,0.0097,0.0065,5.92e-09
191,4,15,2364.7695,2378.5747,-2.236276,1.800495,1.769446,1.868570,99.9828,0.0102,0.0069,5.94e-09
192,4,15,2372.3900,2378.5747,-2.584999,1.801272,1.768278,1.866424,99.9830,0.0091,0.0079,6.85e-09
193,4,15,2376.9208,2378.5747,-3.157825,1.801153,1.766064,1.871168,99.9832,0.0108,0.0061,8.45e-09
194,4,15,2382.2122,2378.5747,-2.815505,1.800788,1.767062,1.873963,99.9831,0.0095,0.0074,5.51e-09
195,11,11,2389.8713,2388.4443,-3.223694,1.800064,1.762313,1.873071,99.9834,0.0094,0.0072,5.57e-09
196,10,12,2407.4594,2408.1835,-3.521912,1.802130,1.770997,1.866238,99.9827,0.0104,0.0069,5.91e-09
197,7,14,2414.9220,2418.0531,-2.887777,1.800437,1.771961,1.866270,99.9824,0.0100,0.0076,5.63e-09
198,5,15,2443.9877,2467.4011,-2.022775,1.801595,1.771379,1.855074,99.9821,0.0102,0.0077,5.36e-09
199,5,15,2446.5712,2467.4011,-2.073553,1.800941,1.768986,1.855767,99.9823,0.0103,0.0075,5.65e-09
200,5,15,2452.3201,2467.4011,-2.213809,1.800741,1.773527,1.853157,99.9818,0.0083,0.0098,5.20e-09
201,5,15,2457.4934,2467.4011,-2.396266,1.800756,1.772387,1.860928,99.9820,0.0093,0.0087,5.78e-09
202,5,15,2473.4647,2467.4011,-2.609507,1.799706,1.765793,1.873572,99.9824,0.0084,0.0091,5.58e-09
203,5,15,2488.5425,2467.4011,-2.067105,1.800126,1.772540,1.866681,99.9819,0.0076,0.0105,6.11e-09
204,5,15,2493.2363,2467.4011,-1.980028,1.801883,1.774603,1.873706,99.9819,0.0095,0.0087,5.33e-09
205,5,15,2510.0687,2467.4011,-1.762141,1.800207,1.775675,1.872400,99.9816,0.0089,0.0095,6.12e-09
206,5,15,2512.1445,2467.4011,-1.741511,1.800968,1.776105,1.875072,99.9817,0.0100,0.0083,5.10e-09
207,8,14,2526.6771,2566.0971,-1.813556,1.800444,1.770356,1.850496,99.9815,0.0096,0.0089,4.74e-09
208,8,14,2532.7191,2566.0971,-1.885812,1.798975,1.775931,1.848578,99.9809,0.0096,0.0095,6.27e-09
209,8,14,2546.1877,2566.0971,-2.110213,1.801530,1.778484,1.848271,99.9809,0.0103,0.0088,5.31e-09
210,8,14,2554.5962,2566.0971,-2.348541,1.799317,1.778366,1.858288,99.9807,0.0078,0.0114,5.22e-09
211,6,15,2572.3247,2575.9667,-2.849596,1.801446,1.777374,1.849604,99.9807,0.0090,0.0103,3.96e-09
212,6,15,2574.5508,2575.9667,-3.259884,1.802312,1.781230,1.849692,99.9804,0.0099,0.0097,5.17e-09
213,6,15,2584.3034,2575.9667,-2.489947,1.802883,1.773150,1.861479,99.9812,0.0077,0.0111,5.57e-09
214,6,15,2590.5520,2575.9667,-2.247025,1.800356,1.778648,1.857681,99.9805,0.0083,0.0112,5.16e-09
215,11,12,2617.1689,2615.4452,-3.181083,1.800691,1.779895,1.853676,99.9802,0.0095,0.0103,5.17e-09
216,11,12,2630.0362,2615.4452,-2.253459,1.800804,1.775267,1.860164,99.9807,0.0089,0.0104,4.37e-09
217,11,12,2634.4373,2615.4452,-2.138972,1.801144,1.780269,1.860717,99.9802,0.0105,0.0092,5.07e-09
218,10,13,2646.4742,2654.9236,-2.497225,1.802436,1.778813,1.847735,99.9801,0.0107,0.0091,5.29e-09
219,10,13,2653.0077,2654.9236,-3.141687,1.801667,1.781131,1.844955,99.9799,0.0109,0.0093,4.74e-09
220,10,13,2665.6042,2654.9236,-2.395457,1.801537,1.771831,1.860727,99.9807,0.0094,0.0099,4.31e-09
221,10,13,2677.1837,2654.9236,-2.076524,1.802329,1.772659,1.862542,99.9807,0.0098,0.0095,4.96e-09
222,10,13,2678.6076,2654.9236,-2.049598,1.800392,1.779688,1.854903,99.9799,0.0097,0.0104,6.46e-09
223,7,15,2701.0403,2704.2716,-2.922669,1.802088,1.777581,1.855341,99.9798,0.0095,0.0107,5.15e-09
224,7,15,2706.0278,2704.2716,-3.187479,1.801139,1.775193,1.856028,99.9800,0.0099,0.0102,4.91e-09
225,7,15,2710.5020,2704.2716,-2.637538,1.801762,1.773109,1.864532,99.9802,0.0095,0.0103,3.75e-09
226,9,14,2731.4110,2733.8804,-3.044188,1.800935,1.778423,1.848265,99.9795,0.0077,0.0127,5.03e-09
227,9,14,2742.1921,2733.8804,-2.517089,1.801218,1.782057,1.850519,99.9792,0.0100,0.0108,4.57e-09
