h,log10_h,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
0.1111111111111111,-0.9542425094393249,0.3335061629968411,1.794275950705455,1.8676493322686458,5.478209716487783
0.07692307692307693,-1.1139433523068367,0.5101827267587158,1.7943959047790397,1.8877316173360923,5.7477674957176585
0.058823529411764705,-1.2304489213782739,0.7411423633381933,1.8076311534470795,1.9311721821020804,6.057821725550908
0.047619047619047616,-1.3222192947339193,0.9840863338662572,1.7947577978130123,1.9907190675588105,6.378969369822882
0.04,-1.3979400086720375,1.0381054168114532,1.8073333548111783,1.9975335406105312,6.490260121332697
