mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
75,5,9,1036.3465,1046.1781,-2.026981,1.800358,1.760584,1.879472,99.9928,0.0033,0.0040,1.64e-08
76,5,9,1043.7576,1046.1781,-2.635708,1.799362,1.757808,1.904246,99.9928,0.0044,0.0028,2.29e-08
77,5,9,1049.3545,1046.1781,-2.517663,1.802481,1.758170,1.895222,99.9929,0.0030,0.0041,2.46e-08
78,3,10,1064.2826,1075.7869,-1.970867,1.800351,1.742111,1.906705,99.9931,0.0036,0.0033,2.27e-08
79,3,10,1066.5347,1075.7869,-2.065483,1.802281,1.757852,1.894027,99.9926,0.0034,0.0039,2.31e-08
80,3,10,1073.5486,1075.7869,-2.681803,1.802765,1.749799,1.897565,99.9929,0.0032,0.0039,2.31e-08
81,3,10,1080.6913,1075.7869,-2.341136,1.803120,1.759119,1.884574,99.9926,0.0028,0.0046,2.51e-08
82,3,10,1089.9342,1075.7869,-1.881053,1.801578,1.747937,1.910756,99.9929,0.0027,0.0043,1.69e-08
83,7,8,1098.4323,1115.2653,-1.821216,1.800471,1.754185,1.884069,99.9925,0.0040,0.0036,2.23e-08
84,7,8,1103.9677,1115.2653,-1.994394,1.801290,1.736506,1.907057,99.9931,0.0037,0.0032,1.99e-08
85,7,8,1120.1699,1115.2653,-2.356774,1.802419,1.746117,1.905197,99.9928,0.0038,0.0034,2.23e-08
86,7,8,1123.9576,1115.2653,-2.108242,1.799302,1.760566,1.903842,99.9922,0.0032,0.0046,2.00e-08
87,4,10,1132.9924,1144.8741,-1.983880,1.801787,1.760909,1.878448,99.9920,0.0034,0.0046,2.16e-08
88,4,10,1144.2807,1144.8741,-3.285402,1.800166,1.755089,1.896935,99.9922,0.0034,0.0044,2.56e-08
89,6,9,1158.5886,1154.7437,-2.477607,1.800990,1.759191,1.898897,99.9920,0.0038,0.0041,1.90e-08
90,6,9,1163.7474,1154.7437,-2.108066,1.802970,1.764037,1.888959,99.9919,0.0043,0.0038,2.05e-08
91,6,9,1169.9836,1154.7437,-1.879504,1.800212,1.761993,1.891637,99.9919,0.0032,0.0049,1.67e-08
92,1,11,1185.1592,1204.0917,-1.803451,1.801965,1.742987,1.895204,99.9922,0.0041,0.0037,2.20e-08
93,1,11,1188.7026,1204.0917,-1.893444,1.801917,1.749952,1.882806,99.9920,0.0038,0.0042,1.92e-08
94,1,11,1200.9821,1204.0917,-2.587946,1.802314,1.752616,1.886373,99.9919,0.0036,0.0045,1.61e-08
95,1,11,1210.6126,1204.0917,-2.266352,1.802017,1.757978,1.888068,99.9917,0.0042,0.0042,1.52e-08
96,1,11,1211.1652,1204.0917,-2.231029,1.803858,1.759045,1.886582,99.9917,0.0040,0.0042,2.04e-08
97,2,11,1233.9789,1233.7006,-3.646608,1.800996,1.770702,1.879340,99.9911,0.0036,0.0053,2.05e-08
98,2,11,1238.9648,1233.7006,-2.369877,1.800857,1.768047,1.871595,99.9912,0.0047,0.0041,1.94e-08
99,2,11,1242.9129,1233.7006,-2.126838,1.800676,1.759126,1.888244,99.9915,0.0042,0.0043,1.56e-08
100,8,8,1266.1590,1263.3094,-2.646717,1.801371,1.764981,1.882220,99.9912,0.0040,0.0048,1.44e-08
101,3,11,1284.3719,1283.0486,-2.986577,1.800795,1.764318,1.875414,99.9909,0.0043,0.0048,1.67e-08
102,3,11,1293.0076,1283.0486,-2.110028,1.800591,1.764395,1.879889,99.9909,0.0038,0.0053,1.49e-08
103,3,11,1304.4896,1283.0486,-1.776998,1.802791,1.761348,1.880139,99.9911,0.0044,0.0045,1.58e-08
104,3,11,1312.5724,1283.0486,-1.638070,1.801072,1.764424,1.888355,99.9909,0.0043,0.0048,1.52e-08
105,6,10,1316.3830,1342.2662,-1.714821,1.800559,1.754557,1.874279,99.9910,0.0045,0.0045,1.63e-08
106,6,10,1329.0181,1342.2662,-2.005687,1.800329,1.753979,1.873803,99.9910,0.0048,0.0042,1.54e-08
107,6,10,1337.9870,1342.2662,-2.496479,1.800735,1.761102,1.869334,99.9907,0.0044,0.0049,1.38e-08
108,4,11,1353.6991,1352.1358,-2.936990,1.801169,1.763781,1.882269,99.9905,0.0056,0.0039,1.40e-08
109,4,11,1370.6783,1352.1358,-1.862853,1.799951,1.770516,1.872962,99.9901,0.0050,0.0049,1.65e-08
110,4,11,1378.5301,1352.1358,-1.709510,1.801258,1.764056,1.892056,99.9905,0.0056,0.0039,1.30e-08
111,4,11,1391.2844,1352.1358,-1.538305,1.800341,1.770739,1.889365,99.9901,0.0043,0.0056,1.38e-08
112,1,12,1398.7937,1431.0926,-1.646480,1.801470,1.764159,1.840851,99.9899,0.0035,0.0065,1.20e-08
113,1,12,1419.8486,1431.0926,-2.104746,1.801994,1.773425,1.847620,99.9895,0.0056,0.0048,1.41e-08
114,1,12,1429.0236,1431.0926,-2.839891,1.801777,1.769597,1.865581,99.9897,0.0043,0.0060,1.33e-08
115,5,11,1438.6075,1440.9622,-2.786709,1.803183,1.767442,1.865286,99.9897,0.0045,0.0058,2.39e-08
116,5,11,1439.9076,1440.9622,-3.135553,1.801848,1.765765,1.872313,99.9897,0.0052,0.0051,1.46e-08
117,2,12,1453.5143,1460.7015,-2.308002,1.801136,1.759562,1.900262,99.9899,0.0043,0.0058,1.47e-08
118,7,10,1471.3815,1470.5711,-3.258737,1.803145,1.771418,1.854278,99.9893,0.0059,0.0048,1.14e-08
119,7,10,1480.3366,1470.5711,-2.177787,1.801761,1.766675,1.870039,99.9895,0.0059,0.0046,1.18e-08
120,3,12,1495.0364,1510.0495,-2.002522,1.801686,1.767042,1.850033,99.9892,0.0060,0.0048,1.03e-08
121,3,12,1517.7414,1510.0495,-2.292957,1.802262,1.772890,1.859292,99.9889,0.0062,0.0048,1.07e-08
122,3,12,1524.5129,1510.0495,-2.018719,1.802785,1.774048,1.865087,99.9889,0.0062,0.0049,1.36e-08
123,6,11,1532.0201,1549.5279,-1.946967,1.801750,1.767269,1.848160,99.9890,0.0064,0.0046,1.31e-08
124,6,11,1546.0078,1549.5279,-2.643639,1.801096,1.772097,1.864132,99.9887,0.0069,0.0043,1.63e-08
125,6,11,1548.4612,1549.5279,-3.162175,1.800094,1.753774,1.874314,99.9896,0.0048,0.0056,1.17e-08
126,6,11,1559.9372,1549.5279,-2.172776,1.802131,1.765543,1.872155,99.9891,0.0056,0.0053,1.11e-08
127,6,11,1562.2334,1549.5279,-2.086206,1.800779,1.760862,1.863355,99.9893,0.0060,0.0047,1.72e-08
128,4,12,1567.3334,1579.1367,-2.126416,1.802599,1.751352,1.854803,99.9895,0.0052,0.0053,1.54e-08
129,9,9,1603.5367,1598.8759,-2.535355,1.801853,1.769839,1.857021,99.9884,0.0050,0.0066,9.89e-09
130,8,10,1616.2920,1618.6151,-2.843064,1.803041,1.769483,1.856055,99.9884,0.0068,0.0048,1.29e-08
131,8,10,1621.8876,1618.6151,-2.694261,1.800266,1.771559,1.860931,99.9881,0.0063,0.0056,9.38e-09
132,8,10,1638.2231,1618.6151,-1.916712,1.800643,1.775205,1.856398,99.9880,0.0067,0.0054,1.04e-08
133,5,12,1646.8679,1667.9631,-1.898003,1.799277,1.777940,1.838609,99.9876,0.0070,0.0054,1.21e-08
134,5,12,1652.4050,1667.9631,-2.030227,1.798633,1.772403,1.861651,99.9879,0.0073,0.0048,1.41e-08
135,5,12,1658.1149,1667.9631,-2.228826,1.799013,1.778231,1.842325,99.9876,0.0063,0.0061,1.07e-08
136,5,12,1667.3739,1667.9631,-3.451863,1.799332,1.781574,1.853054,99.9874,0.0071,0.0056,1.18e-08
137,5,12,1669.7833,1667.9631,-2.962067,1.800223,1.779720,1.850705,99.9876,0.0063,0.0061,1.16e-08
138,1,13,1676.5188,1677.8327,-3.106175,1.802514,1.771597,1.856706,99.9876,0.0060,0.0064,8.41e-09
139,2,13,1696.5652,1707.4416,-2.195862,1.801834,1.773101,1.843724,99.9874,0.0068,0.0058,9.38e-09
140,2,13,1710.2848,1707.4416,-2.778540,1.801264,1.780548,1.845536,99.9870,0.0068,0.0063,9.52e-09
141,2,13,1715.6515,1707.4416,-2.318004,1.802197,1.781629,1.849132,99.9870,0.0070,0.0060,1.08e-08
142,2,13,1721.7729,1707.4416,-2.076058,1.801348,1.780372,1.845055,99.9870,0.0080,0.0050,1.42e-08
143,2,13,1730.7419,1707.4416,-1.864983,1.802017,1.787010,1.846750,99.9866,0.0089,0.0045,7.61e-09
144,3,13,1732.5672,1756.7896,-1.860503,1.803021,1.774945,1.836079,99.9869,0.0083,0.0048,8.77e-09
145,3,13,1755.0562,1756.7896,-3.005816,1.801851,1.774754,1.850090,99.9868,0.0050,0.0082,9.78e-09
146,6,12,1771.0748,1776.5288,-2.512857,1.805009,1.783752,1.833565,99.9862,0.0053,0.0085,8.97e-09
147,6,12,1775.9137,1776.5288,-3.460629,1.804512,1.773281,1.847446,99.9868,0.0049,0.0083,1.46e-08
148,9,10,1791.6940,1786.3984,-2.528060,1.801730,1.779483,1.847637,99.9865,0.0064,0.0071,8.11e-09
149,4,13,1812.1787,1825.8768,-2.124811,1.802480,1.778759,1.843332,99.9864,0.0059,0.0077,1.14e-08
150,4,13,1834.0267,1825.8768,-2.350319,1.801143,1.774462,1.857589,99.9866,0.0064,0.0070,8.51e-09
151,4,13,1844.5669,1825.8768,-1.989861,1.801344,1.784184,1.849064,99.9860,0.0065,0.0075,9.35e-09
152,7,12,1875.7714,1904.8336,-1.816529,1.800092,1.772987,1.839135,99.9860,0.0057,0.0083,8.65e-09
153,7,12,1900.0198,1904.8336,-2.597369,1.801103,1.784551,1.838456,99.9853,0.0058,0.0089,6.92e-09
154,7,12,1905.9703,1904.8336,-3.224249,1.801722,1.788082,1.846868,99.9851,0.0069,0.0079,8.57e-09
155,5,13,1917.6424,1914.7033,-2.813886,1.803329,1.783897,1.838366,99.9851,0.0066,0.0083,6.49e-09
156,1,14,1941.2370,1944.3121,-2.800911,1.807053,1.782907,1.833107,99.9848,0.0069,0.0083,7.03e-09
157,1,14,1954.3694,1944.3121,-2.286281,1.806255,1.787696,1.833493,99.9844,0.0085,0.0071,7.95e-09
158,2,14,1969.0524,1973.9209,-2.607935,1.802242,1.789336,1.829929,99.9843,0.0082,0.0075,9.19e-09
159,2,14,1973.6835,1973.9209,-3.919964,1.802629,1.786690,1.827935,99.9845,0.0052,0.0103,6.16e-09
160,9,11,1993.7665,1993.6601,-4.272590,1.799974,1.789457,1.839578,99.9842,0.0069,0.0089,6.74e-09
161,9,11,2003.1087,1993.6601,-2.324284,1.801220,1.791898,1.837985,99.9841,0.0075,0.0084,7.98e-09
162,3,14,2017.7832,2023.2689,-2.566822,1.805205,1.782408,1.832543,99.9842,0.0053,0.0105,7.13e-09
163,3,14,2023.5026,2023.2689,-3.937423,1.805116,1.785086,1.830222,99.9840,0.0060,0.0100,6.79e-09
164,3,14,2024.6736,2023.2689,-3.158474,1.804631,1.778532,1.825331,99.9845,0.0079,0.0077,6.79e-09
165,3,14,2031.0998,2023.2689,-2.412240,1.805056,1.788525,1.825953,99.9838,0.0087,0.0076,7.67e-09
166,8,12,2052.7126,2052.8777,-4.094624,1.802174,1.789489,1.823346,99.9836,0.0058,0.0106,6.82e-09
167,4,14,2079.2440,2092.3561,-2.202962,1.801673,1.786516,1.829589,99.9837,0.0092,0.0071,6.30e-09
168,4,14,2088.6937,2092.3561,-2.756868,1.802710,1.781864,1.832283,99.9841,0.0091,0.0069,6.62e-09
169,4,14,2115.8297,2092.3561,-1.950057,1.801963,1.786979,1.852196,99.9837,0.0082,0.0081,6.53e-09
170,4,14,2120.5457,2092.3561,-1.870548,1.801219,1.790602,1.841025,99.9833,0.0083,0.0084,6.58e-09
171,7,13,2134.8893,2151.5738,-2.110445,1.799290,1.790080,1.821269,99.9832,0.0086,0.0082,7.38e-09
172,7,13,2150.0727,2151.5738,-3.156350,1.798301,1.792513,1.822315,99.9829,0.0091,0.0080,7.76e-09
173,7,13,2155.0790,2151.5738,-2.788033,1.799540,1.800209,1.828729,99.9824,0.0084,0.0092,6.12e-09
174,7,13,2164.9257,2151.5738,-2.207210,1.798954,1.794125,1.837015,99.9828,0.0090,0.0082,5.52e-09
175,5,14,2182.7117,2181.1826,-3.154251,1.805547,1.786171,1.825985,99.9826,0.0110,0.0063,5.83e-09
176,5,14,2195.4514,2181.1826,-2.184303,1.806569,1.795544,1.826187,99.9820,0.0104,0.0076,6.15e-09
177,9,12,2217.3947,2220.6610,-2.832422,1.798240,1.795983,1.835904,99.9821,0.0074,0.0105,5.28e-09
178,1,15,2227.1358,2230.5306,-2.817593,1.802999,1.783450,1.833853,99.9826,0.0039,0.0134,5.88e-09
179,2,15,2249.5868,2260.1394,-2.330776,1.802285,1.796611,1.820921,99.9813,0.0089,0.0098,5.87e-09
180,2,15,2266.3240,2260.1394,-2.562825,1.803766,1.791743,1.842894,99.9819,0.0130,0.0052,4.98e-09
181,2,15,2271.5433,2260.1394,-2.297082,1.802554,1.806027,1.824510,99.9806,0.0092,0.0102,4.69e-09
182,3,15,2305.5279,2309.4874,-2.765876,1.802718,1.793722,1.826338,99.9813,0.0090,0.0097,6.26e-09
183,3,15,2341.4111,2309.4874,-1.859402,1.802319,1.793626,1.820624,99.9813,0.0095,0.0092,5.51e-09
184,4,15,2355.9956,2378.5747,-2.022611,1.802413,1.779630,1.803492,99.9820,0.0082,0.0098,4.13e-09
185,4,15,2379.7091,2378.5747,-3.321534,1.802750,1.795144,1.834414,99.9807,0.0085,0.0108,4.69e-09
186,11,11,2387.0178,2388.4443,-3.223862,1.803966,1.802388,1.827772,99.9800,0.0120,0.0080,5.40e-09
187,11,11,2394.1622,2388.4443,-2.620876,1.803232,1.816013,1.822568,99.9786,0.0114,0.0101,4.40e-09
188,7,14,2418.2870,2418.0531,-4.014338,1.802929,1.797511,1.836990,99.9800,0.0094,0.0106,5.24e-09
189,5,15,2484.1138,2467.4011,-2.169193,1.797293,1.799295,1.840528,99.9799,0.0036,0.0166,4.42e-09
190,5,15,2491.0333,2467.4011,-2.018736,1.798758,1.792752,1.824916,99.9806,0.0071,0.0123,4.14e-09
191,8,14,2517.6223,2566.0971,-1.723756,1.804149,1.798383,1.825799,99.9788,0.0157,0.0056,3.59e-09
192,8,14,2556.3524,2566.0971,-2.420502,1.803283,1.805399,1.814590,99.9780,0.0109,0.0111,3.63e-09
193,10,13,2646.2065,2654.9236,-2.483679,1.803278,1.795811,1.815703,99.9782,0.0064,0.0155,3.28e-09
194,10,13,2670.9789,2654.9236,-2.218433,1.804563,1.825526,1.802589,99.9751,0.0090,0.0159,4.39e-09
195,7,15,2703.8218,2704.2716,-3.779001,1.801763,1.813105,1.817891,99.9762,0.0120,0.0118,5.26e-09
196,14,14,3812.7943,3868.8849,-1.838696,1.807353,1.648340,1.408408,99.9841,0.0084,0.0075,1.89e-09
197,15,15,4424.1453,4441.3220,-2.412572,1.803423,1.671680,1.394406,99.9797,0.0053,0.0149,9.80e-10
198,15,15,4840.8772,4441.3220,-1.045935,1.802945,1.670022,1.481423,99.9798,0.0051,0.0150,1.11e-09
199,15,15,57760.9071,4441.3220,1.079375,1.803665,1.602605,1.230920,99.9852,0.0097,0.0051,2.65e-12
200,15,15,59041.9154,4441.3220,1.089685,1.802911,1.602445,1.027067,99.9853,0.0051,0.0097,2.13e-12
201,15,15,59089.3348,4441.3220,1.090062,1.803669,1.579178,1.170135,99.9867,0.0052,0.0081,2.66e-12
202,15,15,59123.1017,4441.3220,1.090330,1.802917,1.607583,1.081637,99.9849,0.0090,0.0062,3.70e-12
203,15,15,64445.3332,4441.3220,1.130668,1.803649,1.720677,1.515092,99.9745,0.0147,0.0108,3.23e-12
204,15,15,66661.5132,4441.3220,1.146419,1.803753,1.686700,1.222923,99.9783,0.0104,0.0113,3.56e-12
205,15,15,67869.7819,4441.3220,1.154772,1.803618,1.742924,1.285751,99.9719,0.0171,0.0110,3.45e-12
206,15,15,67950.8304,4441.3220,1.155326,1.802753,1.701311,1.238671,99.9767,0.0107,0.0126,4.06e-12
207,15,15,68732.4230,4441.3220,1.160639,1.802714,1.665211,1.188248,99.9803,0.0105,0.0092,3.54e-12
208,15,15,69068.2347,4441.3220,1.162901,1.802829,1.706831,1.305585,99.9761,0.0078,0.0161,4.28e-12
209,15,15,69139.8691,4441.3220,1.163382,1.803610,1.635338,1.107913,99.9829,0.0102,0.0069,4.17e-12
210,15,15,69696.3509,4441.3220,1.167102,1.803534,1.658341,1.345525,99.9809,0.0154,0.0037,4.60e-12
211,15,15,69970.4820,4441.3220,1.168922,1.802707,1.714842,1.595024,99.9753,0.0122,0.0126,3.11e-12
212,15,15,70616.2637,4441.3220,1.173181,1.803065,1.676926,1.161549,99.9792,0.0129,0.0079,4.02e-12
213,15,15,70706.7422,4441.3220,1.173775,1.803487,1.706971,1.360930,99.9762,0.0112,0.0127,2.73e-12
214,15,15,71232.8916,4441.3220,1.177209,1.803358,1.653980,1.310924,99.9813,0.0143,0.0045,3.68e-12
215,15,15,71612.1156,4441.3220,1.179668,1.803320,1.643185,1.021101,99.9822,0.0122,0.0056,5.08e-12
216,15,15,71645.7739,4441.3220,1.179886,1.803334,1.672242,1.110485,99.9797,0.0125,0.0078,3.90e-12
217,15,15,72235.2650,4441.3220,1.183679,1.803453,1.608654,0.995673,99.9848,0.0035,0.0117,2.75e-12
218,15,15,72510.5951,4441.3220,1.185439,1.803171,1.569219,0.820156,99.9873,0.0103,0.0024,3.95e-12
219,15,15,72739.1050,4441.3220,1.186894,1.803245,1.608848,1.198836,99.9848,0.0136,0.0016,3.51e-12
220,15,15,73115.3935,4441.3220,1.189281,1.803064,1.666618,1.086870,99.9802,0.0151,0.0047,3.23e-12
221,15,15,73238.3883,4441.3220,1.190058,1.803124,1.572573,0.913267,99.9872,0.0103,0.0025,2.86e-12
222,15,15,73500.7087,4441.3220,1.191710,1.802938,1.715856,1.306726,99.9751,0.0062,0.0187,3.02e-12
223,15,15,73670.6085,4441.3220,1.192778,1.803401,1.619105,1.016102,99.9841,0.0025,0.0134,3.38e-12
224,15,15,74230.0357,4441.3220,1.196273,1.802988,1.630487,1.283622,99.9832,0.0055,0.0113,3.31e-12
225,15,15,75859.1764,4441.3220,1.206295,1.803585,1.673586,1.181612,99.9796,0.0066,0.0138,3.21e-12
226,15,15,76051.2830,4441.3220,1.207461,1.803145,1.632493,1.215359,99.9830,0.0056,0.0114,3.02e-12
227,15,15,76453.9847,4441.3220,1.209897,1.803370,1.601770,1.046332,99.9853,0.0132,0.0015,1.65e-12
228,15,15,76460.2683,4441.3220,1.209935,1.803094,1.671376,1.185244,99.9797,0.0046,0.0157,4.19e-12
229,15,15,76908.1585,4441.3220,1.212627,1.803098,1.669415,1.206575,99.9799,0.0169,0.0032,3.50e-12
230,15,15,77153.4005,4441.3220,1.214094,1.803330,1.619731,0.943241,99.9840,0.0140,0.0020,4.06e-12
231,15,15,77347.8397,4441.3220,1.215254,1.803399,1.601577,0.939766,99.9853,0.0016,0.0131,2.86e-12
232,15,15,77632.4072,4441.3220,1.216946,1.803320,1.610904,0.938877,99.9846,0.0016,0.0137,2.21e-12
233,15,15,77949.8917,4441.3220,1.218826,1.803096,1.677358,1.158475,99.9791,0.0039,0.0170,2.64e-12
234,15,15,78505.5888,4441.3220,1.222096,1.803407,1.609235,0.870348,99.9848,0.0135,0.0018,2.93e-12
235,15,15,78574.7851,4441.3220,1.222502,1.803228,1.679203,1.237484,99.9790,0.0031,0.0180,3.11e-12
236,15,15,80173.2237,4441.3220,1.231767,1.803267,1.645678,1.133913,99.9820,0.0028,0.0152,1.83e-12
237,15,15,80484.6986,4441.3220,1.233549,1.803381,1.672590,1.225336,99.9796,0.0041,0.0162,1.69e-12
238,15,15,80610.6796,4441.3220,1.234268,1.803325,1.696014,1.207465,99.9773,0.0175,0.0052,1.99e-12
239,15,15,80907.2373,4441.3220,1.235956,1.803235,1.642431,1.008196,99.9822,0.0018,0.0159,3.96e-12
240,15,15,81220.5292,4441.3220,1.237731,1.803128,1.704343,1.228234,99.9764,0.0186,0.0050,2.11e-12
241,15,15,82097.1082,4441.3220,1.242662,1.803401,1.653721,1.202352,99.9813,0.0019,0.0167,2.43e-12
242,15,15,83041.2322,4441.3220,1.247910,1.803131,1.703298,1.191983,99.9765,0.0033,0.0202,2.61e-12
243,15,15,83182.7946,4441.3220,1.248691,1.803391,1.684161,1.187404,99.9785,0.0178,0.0036,3.40e-12
244,15,15,85386.0313,4441.3220,1.260676,1.803405,1.755387,1.322045,99.9702,0.0115,0.0183,1.93e-12
245,15,15,85591.5325,4441.3220,1.261777,1.803440,1.783821,1.428508,99.9660,0.0228,0.0112,1.49e-12
246,15,15,85822.8074,4441.3220,1.263013,1.803451,1.785796,1.389706,99.9657,0.0112,0.0231,2.78e-12
247,15,15,86727.1587,4441.3220,1.267813,1.803401,1.732722,1.284187,99.9732,0.0194,0.0074,1.79e-12
248,15,15,97092.3238,4441.3220,1.319338,1.803502,1.884234,1.437019,99.9460,0.0253,0.0287,2.49e-12
249,15,15,97159.9021,4441.3220,1.319655,1.803505,1.889691,1.402428,99.9446,0.0291,0.0263,1.34e-12
250,15,15,97213.8459,4441.3220,1.319907,1.803474,1.888265,1.398941,99.9450,0.0291,0.0259,1.29e-12
251,15,15,98052.7377,4441.3220,1.323817,1.803581,1.848126,1.408826,99.9543,0.0225,0.0232,1.25e-12
252,15,15,100507.8769,4441.3220,1.335060,1.802991,1.783904,1.297694,99.9659,0.0319,0.0021,9.31e-13
253,15,15,100866.3776,4441.3220,1.336678,1.803380,1.828636,1.275103,99.9582,0.0017,0.0402,2.82e-12
254,15,15,102583.0169,4441.3220,1.344341,1.803454,1.804433,1.250333,99.9626,0.0357,0.0017,2.64e-12
255,15,15,5628327.7640,4441.3220,3.102524,0.150741,3.517862,6.353070,0.0216,74.3411,25.6372,3.00e-14
256,15,15,5628988.0739,4441.3220,3.102575,0.024100,3.517898,6.353033,0.0044,25.6460,74.3495,1.11e-13
257,15,15,5774277.1739,4441.3220,3.113651,0.047717,3.517899,6.364141,0.0043,67.0974,32.8983,5.11e-14
258,15,15,5775434.2409,4441.3220,3.113738,0.036019,3.517907,6.364145,0.0058,32.8958,67.0984,5.75e-14
259,15,15,5791652.6775,4441.3220,3.114957,0.059267,3.517889,6.365468,0.0100,89.2190,10.7709,6.32e-14
260,15,15,5792015.5379,4441.3220,3.114984,0.065826,3.517895,6.365461,0.0070,10.7747,89.2183,7.76e-14
261,15,15,5820979.2757,4441.3220,3.117152,0.060218,3.517899,6.367674,0.0061,75.1705,24.8234,1.10e-13
262,15,15,5821328.5432,4441.3220,3.117178,0.027382,3.517890,6.367670,0.0041,24.8247,75.1712,1.27e-13
263,15,15,5833595.2104,4441.3220,3.118093,0.101723,3.517891,6.368561,0.0118,92.3097,7.6785,6.58e-14
264,15,15,5834609.7505,4441.3220,3.118169,0.047376,3.517890,6.368552,0.0075,7.6779,92.3147,8.79e-14
265,15,15,5902002.3903,4441.3220,3.123160,0.032137,3.517897,6.373661,0.0046,99.7771,0.2183,6.72e-14
266,15,15,5902669.9096,4441.3220,3.123209,0.062380,3.517891,6.373668,0.0075,0.2179,99.7746,7.24e-14
267,15,15,5930907.0596,4441.3220,3.125284,0.077874,3.517888,6.375805,0.0095,29.6604,70.3300,5.31e-14
268,15,15,5931775.3115,4441.3220,3.125347,0.047968,3.517892,6.375797,0.0053,70.3314,29.6633,8.95e-14
269,15,15,5945215.6041,4441.3220,3.126331,0.054366,3.517899,6.376852,0.0066,82.3179,17.6756,7.01e-14
270,15,15,5945696.6084,4441.3220,3.126366,0.028469,3.517916,6.376847,0.0042,17.6767,82.3191,7.97e-14
271,15,15,5954625.4088,4441.3220,3.127018,0.110172,3.517869,6.377524,0.0145,13.0388,86.9467,7.64e-14
272,15,15,5955631.2442,4441.3220,3.127092,0.055759,3.517889,6.377507,0.0067,86.9498,13.0435,8.22e-14
273,15,15,5987787.8801,4441.3220,3.129432,0.059875,3.517898,6.379923,0.0070,72.1617,27.8313,4.93e-14
274,15,15,5987868.7730,4441.3220,3.129438,0.046127,3.517900,6.379919,0.0051,27.8277,72.1673,8.81e-14
275,15,15,5993252.8351,4441.3220,3.129828,0.057020,3.517896,6.380318,0.0065,63.8838,36.1097,7.10e-14
276,15,15,5993359.4991,4441.3220,3.129836,0.042541,3.517903,6.380317,0.0059,36.1111,63.8830,9.58e-14
277,15,15,5995089.4043,4441.3220,3.129962,0.085387,3.517885,6.380475,0.0094,7.6460,92.3446,9.51e-14
278,15,15,5995511.7284,4441.3220,3.129992,0.033870,3.517903,6.380467,0.0056,92.3483,7.6461,9.75e-14
279,15,15,6005094.3807,4441.3220,3.130686,0.057402,3.517901,6.381210,0.0098,8.5867,91.4035,5.68e-14
280,15,15,6005979.7611,4441.3220,3.130750,0.037342,3.517887,6.381202,0.0062,91.4037,8.5900,8.57e-14
281,15,15,6025294.7348,4441.3220,3.132146,0.060419,3.517889,6.382663,0.0087,29.8823,70.1090,8.30e-14
282,15,15,6025727.1416,4441.3220,3.132177,0.050594,3.517896,6.382658,0.0064,70.1095,29.8841,6.95e-14
283,15,15,6031057.0748,4441.3220,3.132561,0.071674,3.517882,6.383077,0.0122,18.4239,81.5639,6.88e-14
284,15,15,6031914.1066,4441.3220,3.132623,0.072682,3.517875,6.383068,0.0083,81.5634,18.4282,1.02e-13
285,15,15,6041217.9638,4441.3220,3.133293,0.068487,3.517906,6.383822,0.0080,11.8102,88.1818,8.38e-14
286,15,15,6041875.6881,4441.3220,3.133340,0.034404,3.517905,6.383819,0.0063,88.1803,11.8135,1.13e-13
287,15,15,6069347.1284,4441.3220,3.135312,0.067449,3.517893,6.385786,0.0077,0.0435,99.9488,1.07e-13
288,15,15,6070299.5894,4441.3220,3.135380,0.087653,3.517898,6.385794,0.0110,99.9457,0.0433,8.50e-14
289,15,15,6076624.9244,4441.3220,3.135833,0.071039,3.517889,6.386309,0.0087,92.6292,7.3620,5.67e-14
290,15,15,6076803.7666,4441.3220,3.135845,0.029867,3.517899,6.386299,0.0038,7.3613,92.6349,1.07e-13
291,15,15,6084963.9540,4441.3220,3.136429,0.062706,3.517894,6.386940,0.0074,49.6047,50.3878,7.17e-14
292,15,15,6085334.3167,4441.3220,3.136455,0.052847,3.517903,6.386940,0.0066,51.1126,48.8808,1.01e-13
293,15,15,6086031.6395,4441.3220,3.136505,0.062376,3.517898,6.387016,0.0074,45.5927,54.3998,7.72e-14
294,15,15,6086489.2039,4441.3220,3.136538,0.046142,3.517902,6.387018,0.0085,53.6774,46.3141,1.01e-13
295,15,15,6102908.3162,4441.3220,3.137708,0.035666,3.517900,6.388212,0.0049,68.9081,31.0870,1.12e-13
296,15,15,6103133.5307,4441.3220,3.137724,0.039292,3.517902,6.388213,0.0054,31.0857,68.9089,9.67e-14
297,15,15,6112123.1090,4441.3220,3.138364,0.081545,3.517887,6.388868,0.0098,0.3355,99.6547,5.80e-14
298,15,15,6112682.1757,4441.3220,3.138404,0.040711,3.517906,6.388864,0.0044,99.3248,0.6708,1.01e-13
299,15,15,6114092.3472,4441.3220,3.138504,0.054194,3.517894,6.389023,0.0066,10.0815,89.9120,9.26e-14
300,15,15,6114409.6572,4441.3220,3.138527,0.041421,3.517907,6.389018,0.0051,90.2494,9.7455,9.05e-14
301,15,15,6129805.6013,4441.3220,3.139620,0.072223,3.517891,6.390130,0.0104,88.2160,11.7736,9.16e-14
302,15,15,6130258.3323,4441.3220,3.139652,0.076671,3.517897,6.390128,0.0094,11.7752,88.2154,8.27e-14
