mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
1,1,3,100.9581,98.6960,-1.639789,1.801189,1.567620,99.9997,0.0002,0.0001,1.13e-06
2,2,3,133.6603,128.3049,-1.379448,1.800716,1.648628,99.9995,0.0002,0.0003,7.39e-07
3,1,4,152.6289,167.7833,-1.044212,1.801168,1.615537,99.9994,0.0003,0.0003,5.58e-07
4,3,3,183.8773,177.6529,-1.455476,1.800617,1.693380,99.9991,0.0003,0.0006,3.66e-07
5,2,4,191.6931,197.3921,-1.539533,1.800994,1.674806,99.9991,0.0004,0.0005,3.80e-07
6,2,4,204.7794,197.3921,-1.426843,1.800584,1.696020,99.9990,0.0008,0.0002,3.42e-07
7,3,4,223.9083,246.7401,-1.033699,1.800548,1.694362,99.9987,0.0006,0.0007,2.76e-07
8,3,4,238.0538,246.7401,-1.453402,1.800539,1.704518,99.9987,0.0007,0.0006,2.62e-07
9,1,5,253.4722,256.6097,-1.912683,1.801197,1.717357,99.9985,0.0010,0.0005,2.32e-07
10,1,5,265.3131,256.6097,-1.469586,1.802118,1.738070,99.9984,0.0006,0.0010,2.29e-07
11,2,5,284.3223,286.2185,-2.178818,1.800101,1.711571,99.9984,0.0007,0.0009,2.08e-07
12,4,4,302.2163,315.8273,-1.365558,1.801306,1.724795,99.9982,0.0008,0.0011,1.66e-07
13,4,4,306.8201,315.8273,-1.544858,1.801144,1.720147,99.9982,0.0011,0.0008,1.44e-07
14,3,5,326.1200,335.5665,-1.550506,1.802210,1.736921,99.9979,0.0014,0.0006,1.74e-07
15,3,5,334.9659,335.5665,-2.747137,1.799908,1.749365,99.9978,0.0005,0.0017,1.32e-07
16,3,5,341.1757,335.5665,-1.776885,1.800965,1.744173,99.9978,0.0011,0.0010,1.44e-07
17,3,5,346.9471,335.5665,-1.469616,1.801274,1.748050,99.9978,0.0013,0.0009,1.12e-07
18,1,6,371.3989,365.1754,-1.768462,1.801000,1.740126,99.9977,0.0008,0.0015,1.29e-07
19,2,6,393.2264,394.7842,-2.403862,1.800307,1.736472,99.9975,0.0016,0.0009,1.24e-07
20,4,5,402.8632,404.6538,-2.354101,1.800095,1.731595,99.9975,0.0012,0.0013,1.14e-07
21,4,5,411.1366,404.6538,-1.795323,1.800680,1.678362,99.9981,0.0009,0.0010,1.27e-07
22,3,6,427.3427,444.1322,-1.422474,1.800964,1.674934,99.9979,0.0010,0.0010,1.16e-07
23,3,6,438.0913,444.1322,-1.866408,1.802460,1.734251,99.9973,0.0008,0.0019,8.10e-08
24,3,6,445.8463,444.1322,-2.413480,1.802207,1.730159,99.9973,0.0011,0.0015,9.62e-08
25,3,6,454.2201,444.1322,-1.643712,1.800952,1.718513,99.9975,0.0011,0.0014,8.22e-08
26,3,6,459.2882,444.1322,-1.466927,1.800344,1.711101,99.9975,0.0013,0.0011,9.09e-08
27,1,7,469.2665,493.4802,-1.309208,1.801270,1.676227,99.9977,0.0012,0.0011,1.00e-07
28,1,7,480.1670,493.4802,-1.568986,1.801427,1.713049,99.9973,0.0017,0.0010,8.54e-08
29,1,7,484.1848,493.4802,-1.725000,1.801874,1.691757,99.9975,0.0015,0.0010,8.49e-08
30,1,7,489.6363,493.4802,-2.108497,1.800149,1.701071,99.9974,0.0012,0.0014,9.53e-08
31,1,7,502.2946,493.4802,-1.748079,1.800038,1.726479,99.9971,0.0017,0.0013,8.48e-08
32,1,7,503.3211,493.4802,-1.700234,1.800192,1.695146,99.9975,0.0012,0.0014,5.93e-08
33,2,7,524.1510,523.0890,-2.692469,1.800954,1.653759,99.9978,0.0012,0.0010,8.42e-08
34,2,7,535.4898,523.0890,-1.625127,1.802036,1.698290,99.9973,0.0017,0.0010,6.46e-08
35,2,7,544.4909,523.0890,-1.388124,1.802418,1.717964,99.9971,0.0013,0.0016,7.07e-08
36,3,7,549.3650,572.4371,-1.394641,1.801612,1.677184,99.9973,0.0014,0.0012,7.42e-08
37,3,7,552.0678,572.4371,-1.448752,1.801449,1.700408,99.9970,0.0013,0.0017,7.31e-08
38,3,7,559.4624,572.4371,-1.644632,1.800540,1.736019,99.9965,0.0017,0.0018,5.62e-08
39,3,7,563.5566,572.4371,-1.809290,1.801738,1.694356,99.9971,0.0015,0.0014,6.97e-08
40,3,7,572.7082,572.4371,-3.324540,1.800827,1.658812,99.9975,0.0013,0.0012,7.19e-08
41,3,7,579.1101,572.4371,-1.933402,1.801663,1.745240,99.9963,0.0019,0.0018,5.45e-08
42,5,6,589.5919,602.0459,-1.684323,1.800784,1.687810,99.9970,0.0017,0.0012,7.45e-08
43,5,6,591.8292,602.0459,-1.770320,1.801372,1.705625,99.9968,0.0015,0.0017,6.04e-08
44,5,6,603.2921,602.0459,-2.684025,1.801323,1.712541,99.9967,0.0015,0.0018,5.64e-08
45,5,6,612.4149,602.0459,-1.763890,1.799519,1.698341,99.9968,0.0016,0.0016,5.63e-08
46,5,6,613.7330,602.0459,-1.711921,1.799712,1.643593,99.9975,0.0011,0.0013,6.20e-08
47,1,8,624.4804,641.5243,-1.575645,1.801287,1.683416,99.9969,0.0019,0.0012,6.08e-08
48,1,8,630.1825,641.5243,-1.752530,1.799523,1.711690,99.9964,0.0018,0.0018,5.44e-08
49,1,8,632.7684,641.5243,-1.864915,1.800856,1.698756,99.9967,0.0017,0.0016,6.57e-08
50,1,8,649.2197,641.5243,-1.920982,1.800146,1.695722,99.9967,0.0015,0.0018,5.11e-08
51,2,8,661.5081,671.1331,-1.843407,1.801995,1.704480,99.9964,0.0016,0.0020,5.45e-08
52,2,8,664.8336,671.1331,-2.027502,1.801380,1.711028,99.9963,0.0017,0.0020,4.50e-08
53,2,8,673.8339,671.1331,-2.395315,1.801207,1.689191,99.9967,0.0019,0.0014,4.98e-08
54,2,8,679.3033,671.1331,-1.914576,1.801401,1.709364,99.9963,0.0017,0.0020,4.77e-08
55,2,8,683.3497,671.1331,-1.739859,1.800607,1.729857,99.9960,0.0021,0.0020,4.69e-08
56,2,8,689.7656,671.1331,-1.556539,1.800852,1.730573,99.9960,0.0018,0.0022,4.48e-08
57,6,6,697.3568,710.6115,-1.729261,1.801630,1.713541,99.9961,0.0020,0.0019,4.72e-08
58,6,6,711.0978,710.6115,-3.164715,1.801122,1.702616,99.9962,0.0016,0.0022,4.43e-08
59,3,8,718.8136,720.4811,-2.635555,1.801444,1.679834,99.9966,0.0019,0.0015,4.88e-08
60,5,7,729.4185,730.3507,-2.894014,1.801334,1.691820,99.9963,0.0016,0.0020,4.67e-08
61,5,7,733.9135,730.3507,-2.311739,1.802277,1.718717,99.9959,0.0022,0.0020,4.51e-08
62,5,7,737.6148,730.3507,-2.002353,1.799490,1.730657,99.9956,0.0015,0.0029,4.12e-08
63,5,7,741.1830,730.3507,-1.828812,1.802848,1.749882,99.9952,0.0028,0.0019,3.82e-08
64,5,7,749.4667,730.3507,-1.582134,1.801201,1.725550,99.9957,0.0025,0.0018,3.98e-08
65,5,7,755.2091,730.3507,-1.468058,1.800408,1.708858,99.9960,0.0022,0.0018,4.42e-08
66,4,8,763.1734,789.5684,-1.475869,1.802049,1.697753,99.9959,0.0023,0.0018,3.97e-08
67,4,8,773.1264,789.5684,-1.681436,1.801895,1.704067,99.9958,0.0014,0.0028,3.86e-08
68,4,8,780.2882,789.5684,-1.929834,1.801292,1.672813,99.9964,0.0020,0.0016,4.85e-08
69,4,8,797.7330,789.5684,-1.985452,1.800222,1.726858,99.9953,0.0028,0.0019,3.28e-08
70,1,9,801.4811,809.3076,-2.014546,1.801668,1.731853,99.9951,0.0019,0.0030,3.13e-08
71,1,9,813.5617,809.3076,-2.279304,1.800595,1.721115,99.9953,0.0024,0.0023,3.77e-08
72,1,9,821.2756,809.3076,-1.830090,1.800718,1.695413,99.9958,0.0023,0.0018,2.85e-08
73,2,9,830.8125,838.9164,-2.015026,1.802517,1.725273,99.9951,0.0027,0.0022,3.94e-08
74,2,9,842.4813,838.9164,-2.371674,1.801650,1.706083,99.9955,0.0023,0.0022,3.60e-08
75,2,9,844.1105,838.9164,-2.208206,1.801147,1.720465,99.9952,0.0026,0.0022,3.42e-08
76,2,9,848.8347,838.9164,-1.927281,1.802262,1.708915,99.9955,0.0025,0.0021,3.82e-08
77,5,8,858.6908,878.3948,-1.649136,1.800722,1.723455,99.9949,0.0027,0.0024,3.19e-08
78,5,8,862.4292,878.3948,-1.740504,1.800688,1.696185,99.9955,0.0021,0.0024,3.05e-08
79,5,8,868.7490,878.3948,-1.959350,1.800389,1.702227,99.9953,0.0024,0.0023,3.58e-08
80,5,8,878.2012,878.3948,-3.656873,1.800481,1.707971,99.9952,0.0026,0.0022,3.39e-08
81,3,9,888.8917,888.2644,-3.151086,1.801907,1.716278,99.9950,0.0023,0.0027,3.07e-08
82,3,9,890.0627,888.2644,-2.693668,1.801119,1.712516,99.9951,0.0028,0.0022,3.19e-08
83,3,9,891.8465,888.2644,-2.394399,1.800781,1.708716,99.9951,0.0025,0.0024,2.58e-08
84,3,9,908.2484,888.2644,-1.647859,1.802137,1.721703,99.9949,0.0021,0.0030,3.08e-08
85,3,9,908.5882,888.2644,-1.640537,1.800309,1.714164,99.9950,0.0029,0.0021,2.97e-08
86,3,9,915.1891,888.2644,-1.518392,1.800097,1.725240,99.9947,0.0024,0.0029,2.64e-08
87,4,9,927.5729,957.3516,-1.507166,1.801310,1.726778,99.9943,0.0030,0.0027,2.91e-08
88,4,9,935.6341,957.3516,-1.644260,1.800909,1.717738,99.9945,0.0025,0.0030,2.91e-08
89,4,9,939.4176,957.3516,-1.727395,1.799768,1.692591,99.9951,0.0024,0.0025,3.30e-08
90,4,9,943.1869,957.3516,-1.829863,1.801398,1.726029,99.9943,0.0023,0.0033,2.50e-08
91,4,9,951.6446,957.3516,-2.224658,1.802263,1.731109,99.9942,0.0030,0.0027,2.55e-08
92,4,9,957.1113,957.3516,-3.600274,1.800289,1.716782,99.9945,0.0025,0.0029,2.39e-08
93,7,7,967.5504,967.2212,-3.468076,1.801361,1.731292,99.9942,0.0034,0.0024,2.49e-08
94,7,7,972.4454,967.2212,-2.267510,1.801300,1.709960,99.9947,0.0026,0.0027,2.23e-08
95,6,8,979.3106,986.9604,-2.110646,1.802314,1.738658,99.9939,0.0037,0.0024,2.70e-08
96,6,8,989.9031,986.9604,-2.525553,1.801941,1.713568,99.9945,0.0027,0.0028,2.78e-08
97,1,10,996.8816,996.8300,-4.286185,1.799709,1.739813,99.9937,0.0038,0.0025,2.33e-08
98,1,10,999.2540,996.8300,-2.614101,1.801883,1.724498,99.9942,0.0027,0.0031,2.49e-08
99,1,10,1006.5397,996.8300,-2.011416,1.801448,1.725095,99.9942,0.0025,0.0033,2.32e-08
100,1,10,1009.9718,996.8300,-1.879969,1.801634,1.736554,99.9939,0.0029,0.0032,2.46e-08
101,2,10,1016.7543,1026.4389,-2.025255,1.799472,1.721474,99.9940,0.0025,0.0035,2.61e-08
102,2,10,1024.1077,1026.4389,-2.643761,1.801532,1.731250,99.9938,0.0029,0.0033,2.14e-08
103,5,9,1040.6057,1046.1781,-2.273568,1.800819,1.737071,99.9935,0.0030,0.0035,2.24e-08
104,5,9,1042.0724,1046.1781,-2.406220,1.801478,1.734598,99.9936,0.0032,0.0032,2.28e-08
105,5,9,1046.2835,1046.1781,-3.996809,1.800854,1.729423,99.9937,0.0034,0.0029,2.25e-08
106,5,9,1049.7724,1046.1781,-2.463990,1.802250,1.740217,99.9935,0.0034,0.0031,2.24e-08
107,5,9,1056.3309,1046.1781,-2.013017,1.801035,1.741162,99.9934,0.0040,0.0026,2.36e-08
108,3,10,1061.1914,1075.7869,-1.867509,1.799571,1.729678,99.9935,0.0034,0.0031,2.17e-08
109,3,10,1066.2931,1075.7869,-2.054287,1.802712,1.729042,99.9936,0.0030,0.0034,2.23e-08
110,3,10,1078.2179,1075.7869,-2.645942,1.801785,1.738978,99.9933,0.0031,0.0036,2.16e-08
111,3,10,1093.8978,1075.7869,-1.773786,1.801663,1.729643,99.9936,0.0029,0.0035,2.18e-08
112,7,8,1099.0838,1115.2653,-1.838360,1.800096,1.737696,99.9930,0.0036,0.0034,2.02e-08
113,7,8,1103.8272,1115.2653,-1.989025,1.802067,1.709011,99.9940,0.0028,0.0033,2.09e-08
114,7,8,1111.8826,1115.2653,-2.518114,1.800579,1.717752,99.9936,0.0034,0.0030,2.31e-08
115,7,8,1118.3966,1115.2653,-2.551647,1.802652,1.729734,99.9934,0.0029,0.0037,2.37e-08
116,7,8,1125.8198,1115.2653,-2.023941,1.802279,1.733086,99.9933,0.0032,0.0036,2.14e-08
117,4,10,1137.2613,1144.8741,-2.177215,1.800524,1.737294,99.9929,0.0042,0.0029,1.89e-08
118,4,10,1141.5582,1144.8741,-2.538156,1.800664,1.726419,99.9932,0.0029,0.0039,2.03e-08
119,4,10,1147.1566,1144.8741,-2.700354,1.801436,1.707567,99.9938,0.0032,0.0030,2.19e-08
120,6,9,1155.0569,1154.7437,-3.566670,1.800641,1.734065,99.9929,0.0031,0.0040,1.99e-08
121,6,9,1161.2462,1154.7437,-2.249405,1.801024,1.735704,99.9929,0.0033,0.0039,1.64e-08
122,6,9,1172.2471,1154.7437,-1.819363,1.800501,1.733521,99.9929,0.0041,0.0030,2.35e-08
123,6,9,1176.7938,1154.7437,-1.719075,1.803124,1.747803,99.9925,0.0043,0.0031,1.87e-08
124,1,11,1179.9178,1204.0917,-1.697313,1.800433,1.725768,99.9928,0.0032,0.0039,1.79e-08
125,1,11,1191.1933,1204.0917,-1.970124,1.801911,1.732738,99.9927,0.0036,0.0037,1.69e-08
126,1,11,1195.8769,1204.0917,-2.166060,1.802102,1.726189,99.9929,0.0040,0.0031,1.73e-08
127,1,11,1198.9337,1204.0917,-2.368172,1.801460,1.725505,99.9929,0.0032,0.0039,1.79e-08
128,1,11,1208.4736,1204.0917,-2.438997,1.802474,1.729867,99.9928,0.0036,0.0036,1.75e-08
129,1,11,1213.1399,1204.0917,-2.124097,1.802674,1.719788,99.9931,0.0033,0.0036,1.75e-08
130,2,11,1221.7135,1233.7006,-2.012497,1.802405,1.740797,99.9922,0.0037,0.0041,1.87e-08
131,2,11,1227.3326,1233.7006,-2.287208,1.800065,1.725523,99.9927,0.0026,0.0048,1.80e-08
132,2,11,1232.3462,1233.7006,-2.959474,1.802352,1.732729,99.9925,0.0034,0.0041,1.85e-08
133,2,11,1240.6439,1233.7006,-2.249641,1.801032,1.719426,99.9929,0.0036,0.0035,1.79e-08
134,2,11,1243.9889,1233.7006,-2.078866,1.802767,1.729372,99.9926,0.0037,0.0036,1.55e-08
135,8,8,1252.7976,1263.3094,-2.079834,1.800572,1.724592,99.9926,0.0033,0.0041,1.64e-08
136,8,8,1257.2045,1263.3094,-2.315837,1.801501,1.739091,99.9921,0.0033,0.0045,1.61e-08
137,8,8,1262.5525,1263.3094,-3.222517,1.800529,1.738994,99.9921,0.0040,0.0039,1.73e-08
138,8,8,1263.6738,1263.3094,-3.539855,1.800127,1.736021,99.9922,0.0038,0.0040,1.66e-08
139,3,11,1282.9976,1283.0486,-4.401083,1.801121,1.733255,99.9921,0.0046,0.0033,1.64e-08
140,3,11,1284.1410,1283.0486,-3.069849,1.800849,1.733554,99.9921,0.0045,0.0034,1.69e-08
141,3,11,1292.3876,1283.0486,-2.137940,1.801891,1.746021,99.9917,0.0050,0.0033,1.49e-08
