mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
552,15,15,6633.8288,4441.3220,-0.306571,1.803256,1.879754,2.151738,99.9468,0.0285,0.0247,6.14e-10
553,15,15,6643.7604,4441.3220,-0.304608,1.802575,1.912694,2.062437,99.9379,0.0285,0.0336,1.23e-09
554,15,15,6703.7351,4441.3220,-0.292940,1.802684,1.906810,2.071575,99.9396,0.0262,0.0342,9.54e-10
555,15,15,6717.4263,4441.3220,-0.290320,1.802337,1.907955,2.080940,99.9392,0.0237,0.0370,9.00e-10
556,15,15,6749.8607,4441.3220,-0.284175,1.802578,1.930069,2.057358,99.9328,0.0307,0.0365,7.01e-10
557,15,15,6883.1991,4441.3220,-0.259788,1.802643,1.892744,2.094489,99.9434,0.0311,0.0255,9.53e-10
558,15,15,6936.0578,4441.3220,-0.250488,1.802812,1.919316,2.091064,99.9361,0.0304,0.0335,6.75e-10
559,15,15,7002.5503,4441.3220,-0.239064,1.802415,1.924406,2.113751,99.9344,0.0210,0.0445,6.14e-10
560,15,15,7021.8199,4441.3220,-0.235809,1.802709,1.922193,2.106343,99.9352,0.0381,0.0267,1.36e-09
561,15,15,7037.6802,4441.3220,-0.233148,1.802459,1.913173,2.122340,99.9377,0.0460,0.0162,1.18e-09
562,15,15,7044.4305,4441.3220,-0.232020,1.802762,1.915093,2.119865,99.9373,0.0456,0.0171,9.89e-10
563,15,15,7137.8278,4441.3220,-0.216711,1.802521,1.912192,2.140773,99.9381,0.0450,0.0169,7.28e-10
564,15,15,7290.3898,4441.3220,-0.192809,1.802621,1.903873,2.161879,99.9404,0.0271,0.0325,7.67e-10
565,15,15,7348.3679,4441.3220,-0.184060,1.802467,1.923702,2.157023,99.9347,0.0141,0.0512,4.67e-10
566,15,15,7648.4449,4441.3220,-0.141397,1.802616,1.954278,2.168268,99.9248,0.0303,0.0449,3.08e-10
567,15,15,7724.9632,4441.3220,-0.131157,1.802479,1.980451,2.142697,99.9152,0.0665,0.0183,5.07e-10
568,15,15,7726.6279,4441.3220,-0.130936,1.802377,1.938578,2.183543,99.9301,0.0389,0.0311,3.14e-10
569,15,15,8310.7581,4441.3220,-0.059865,1.802512,1.941994,2.248957,99.9290,0.0512,0.0198,3.42e-10
570,15,15,76275.0492,4441.3220,1.208816,1.802746,1.712855,1.582835,99.9753,0.0143,0.0104,1.80e-12
571,15,15,76512.0701,4441.3220,1.210247,1.802305,1.797471,1.690379,99.9635,0.0186,0.0179,1.78e-12
572,15,15,76880.0295,4441.3220,1.212458,1.802725,1.803405,1.755886,99.9625,0.0193,0.0182,2.37e-12
573,15,15,78028.8804,4441.3220,1.219292,1.802723,1.846225,1.820618,99.9543,0.0215,0.0242,2.28e-12
574,15,15,78377.2841,4441.3220,1.221343,1.802507,1.754136,1.693147,99.9701,0.0102,0.0197,2.21e-12
575,15,15,78567.3886,4441.3220,1.222459,1.802712,1.806508,1.687495,99.9619,0.0221,0.0160,1.20e-12
576,15,15,79662.5859,4441.3220,1.228828,1.802815,1.742000,1.606244,99.9717,0.0066,0.0217,2.02e-12
577,15,15,81045.1337,4441.3220,1.236738,1.802663,1.859682,1.893463,99.9514,0.0337,0.0149,1.68e-12
578,15,15,81172.2106,4441.3220,1.237458,1.802707,1.807104,1.719992,99.9618,0.0225,0.0157,2.04e-12
579,15,15,81360.0543,4441.3220,1.238520,1.802365,1.788456,1.655574,99.9650,0.0223,0.0127,2.62e-12
580,15,15,83129.6886,4441.3220,1.248398,1.802705,1.806238,1.827665,99.9620,0.0202,0.0178,1.66e-12
581,15,15,84006.6949,4441.3220,1.253212,1.802439,1.830848,1.741658,99.9574,0.0189,0.0237,1.43e-12
582,15,15,85394.2836,4441.3220,1.260720,1.802689,1.792882,1.636766,99.9642,0.0097,0.0260,1.85e-12
583,15,15,85894.4751,4441.3220,1.263396,1.802631,1.882153,1.788255,99.9460,0.0375,0.0165,1.58e-12
584,15,15,86473.9326,4441.3220,1.266474,1.802668,1.782763,1.655721,99.9659,0.0240,0.0101,2.26e-12
585,15,15,86593.1163,4441.3220,1.267105,1.802508,1.826166,1.683679,99.9583,0.0186,0.0231,2.24e-12
586,15,15,87357.3871,4441.3220,1.271126,1.802593,1.854859,1.779582,99.9524,0.0199,0.0277,1.78e-12
587,15,15,88119.3325,4441.3220,1.275099,1.802465,1.815802,1.801794,99.9603,0.0316,0.0081,2.33e-12
588,15,15,88669.5661,4441.3220,1.277945,1.802678,1.839626,1.876014,99.9557,0.0126,0.0317,2.67e-12
589,15,15,88694.5743,4441.3220,1.278074,1.802583,1.860513,1.821161,99.9512,0.0355,0.0133,2.67e-12
590,15,15,88990.5879,4441.3220,1.279598,1.802647,1.884886,1.883284,99.9454,0.0414,0.0133,1.74e-12
591,15,15,90592.2449,4441.3220,1.287748,1.802435,1.867620,1.793026,99.9496,0.0331,0.0173,2.14e-12
592,15,15,90640.2529,4441.3220,1.287990,1.802594,1.856044,1.740847,99.9521,0.0148,0.0331,2.40e-12
593,15,15,90835.7039,4441.3220,1.288973,1.802607,1.844480,1.825305,99.9546,0.0344,0.0110,1.81e-12
594,15,15,91018.3647,4441.3220,1.289890,1.802639,1.752900,1.467914,99.9703,0.0243,0.0054,1.45e-12
595,15,15,91426.6821,4441.3220,1.291934,1.802546,1.752644,1.521453,99.9703,0.0270,0.0027,1.43e-12
596,15,15,91430.2545,4441.3220,1.291952,1.802496,1.798527,1.610722,99.9633,0.0289,0.0078,2.02e-12
597,15,15,91522.9224,4441.3220,1.292414,1.802565,1.811522,1.699692,99.9611,0.0295,0.0094,2.39e-12
598,15,15,91839.6023,4441.3220,1.293991,1.802599,1.782050,1.583346,99.9660,0.0049,0.0291,1.91e-12
599,15,15,91840.9230,4441.3220,1.293997,1.802609,1.829897,1.665209,99.9576,0.0354,0.0070,1.92e-12
600,15,15,92098.2415,4441.3220,1.295274,1.802620,1.811701,1.620954,99.9610,0.0076,0.0314,1.74e-12
601,15,15,92475.9879,4441.3220,1.297141,1.802618,1.778554,1.562622,99.9666,0.0066,0.0268,1.74e-12
602,15,15,92975.6985,4441.3220,1.299600,1.802505,1.907286,1.968176,99.9395,0.0097,0.0508,1.84e-12
603,15,15,93271.2004,4441.3220,1.301047,1.802516,1.827223,1.718363,99.9581,0.0313,0.0106,1.79e-12
604,15,15,93448.7195,4441.3220,1.301914,1.802510,1.926157,1.934394,99.9339,0.0535,0.0126,1.95e-12
605,15,15,93645.9593,4441.3220,1.302875,1.802573,1.820322,1.791371,99.9595,0.0341,0.0065,1.67e-12
606,15,15,93713.2793,4441.3220,1.303203,1.802425,1.914209,1.974985,99.9375,0.0061,0.0563,2.19e-12
607,15,15,93869.5629,4441.3220,1.303962,1.802604,1.780956,1.492828,99.9661,0.0033,0.0305,1.11e-12
608,15,15,94205.5078,4441.3220,1.305591,1.802607,1.804870,1.638539,99.9622,0.0269,0.0109,1.94e-12
609,15,15,94439.8563,4441.3220,1.306723,1.802514,1.826320,1.679475,99.9583,0.0105,0.0312,2.14e-12
610,15,15,94987.8305,4441.3220,1.309359,1.802568,1.890295,1.891280,99.9440,0.0475,0.0085,1.35e-12
611,15,15,95136.0136,4441.3220,1.310070,1.802555,1.786586,1.509387,99.9653,0.0030,0.0317,1.72e-12
612,15,15,95275.9466,4441.3220,1.310739,1.802527,1.818571,1.647579,99.9598,0.0360,0.0042,2.29e-12
613,15,15,96151.7613,4441.3220,1.314907,1.802477,1.999189,2.112256,99.9075,0.0102,0.0823,2.38e-12
614,15,15,96169.5571,4441.3220,1.314991,1.802550,1.828617,1.676005,99.9578,0.0071,0.0351,1.39e-12
615,15,15,96337.2752,4441.3220,1.315784,1.802529,1.871188,1.849366,99.9487,0.0092,0.0421,1.71e-12
616,15,15,96555.7232,4441.3220,1.316815,1.802400,1.967230,2.028936,99.9202,0.0132,0.0665,1.82e-12
617,15,15,96916.2518,4441.3220,1.318512,1.802565,1.894507,1.792740,99.9429,0.0177,0.0395,1.79e-12
618,15,15,97242.4669,4441.3220,1.320041,1.802481,1.893404,1.909545,99.9433,0.0148,0.0419,2.38e-12
619,15,15,97622.6517,4441.3220,1.321817,1.802560,1.840963,2.001951,99.9554,0.0055,0.0391,1.74e-12
620,15,15,97689.1123,4441.3220,1.322126,1.802548,1.849519,1.779478,99.9536,0.0058,0.0406,2.14e-12
621,15,15,97957.0221,4441.3220,1.323372,1.802571,1.887588,1.804132,99.9447,0.0060,0.0493,1.33e-12
622,15,15,98001.0340,4441.3220,1.323577,1.802569,1.869302,1.824153,99.9492,0.0079,0.0430,1.93e-12
623,15,15,98329.0413,4441.3220,1.325097,1.802483,1.914905,1.848600,99.9373,0.0538,0.0089,1.31e-12
624,15,15,98372.5334,4441.3220,1.325298,1.802524,1.898184,1.915579,99.9420,0.0528,0.0053,2.17e-12
625,15,15,98382.3893,4441.3220,1.325343,1.802473,1.947607,2.260370,99.9271,0.0174,0.0555,2.43e-12
626,15,15,99286.1046,4441.3220,1.329501,1.802513,1.934780,1.910713,99.9312,0.0083,0.0604,1.31e-12
627,15,15,100772.1497,4441.3220,1.336253,1.802589,1.810141,1.591790,99.9613,0.0021,0.0366,1.48e-12
628,15,15,100813.8668,4441.3220,1.336441,1.802469,1.951484,1.912932,99.9258,0.0629,0.0113,1.48e-12
629,15,15,101699.7756,4441.3220,1.340415,1.802499,1.936195,1.923288,99.9309,0.0581,0.0110,2.23e-12
630,15,15,101950.2549,4441.3220,1.341532,1.802555,1.853937,2.016197,99.9527,0.0048,0.0425,1.23e-12
631,15,15,102033.3517,4441.3220,1.341902,1.802429,2.005244,2.073458,99.9049,0.0859,0.0092,1.43e-12
632,15,15,102201.3195,4441.3220,1.342649,1.802556,1.856163,1.728012,99.9522,0.0099,0.0379,1.68e-12
633,15,15,102300.2716,4441.3220,1.343088,1.802569,1.890229,1.834521,99.9440,0.0316,0.0244,1.66e-12
634,15,15,102674.3082,4441.3220,1.344745,1.802486,1.955547,1.953495,99.9243,0.0659,0.0098,1.51e-12
635,15,15,102742.3473,4441.3220,1.345046,1.802578,1.859180,1.737438,99.9515,0.0371,0.0115,1.36e-12
636,15,15,102841.2413,4441.3220,1.345482,1.802529,1.904622,1.886838,99.9401,0.0161,0.0437,1.82e-12
637,15,15,102856.6354,4441.3220,1.345550,1.802573,1.907733,1.864495,99.9393,0.0500,0.0108,1.68e-12
638,15,15,102947.5052,4441.3220,1.345951,1.802539,1.928246,1.923610,99.9333,0.0609,0.0059,1.46e-12
639,15,15,103049.1852,4441.3220,1.346399,1.802527,1.871657,1.685918,99.9486,0.0053,0.0461,2.16e-12
640,15,15,103890.1581,4441.3220,1.350087,1.802530,1.900547,1.802255,99.9413,0.0522,0.0065,1.22e-12
641,15,15,104652.1178,4441.3220,1.353402,1.802478,1.945648,1.974540,99.9278,0.0642,0.0080,1.52e-12
642,15,15,105489.4637,4441.3220,1.357016,1.802432,1.961613,1.980031,99.9223,0.0643,0.0134,1.75e-12
643,15,15,106032.1595,4441.3220,1.359342,1.802538,1.874898,1.817939,99.9478,0.0500,0.0021,1.99e-12
644,15,15,106583.8360,4441.3220,1.361694,1.802439,2.009557,1.986535,99.9030,0.0932,0.0038,2.33e-12
645,15,15,107427.0184,4441.3220,1.365265,1.802541,1.911919,1.719326,99.9381,0.0578,0.0041,9.62e-13
646,15,15,108599.5483,4441.3220,1.370181,1.802469,1.991832,2.048168,99.9106,0.0143,0.0751,1.46e-12
647,15,15,110098.7342,4441.3220,1.376388,1.802481,1.933117,1.852354,99.9318,0.0631,0.0051,1.38e-12
648,15,15,113179.2068,4441.3220,1.388869,1.802432,2.012404,1.938423,99.9018,0.0067,0.0916,1.53e-12
649,15,15,117186.7392,4441.3220,1.404587,1.802455,1.978824,2.051235,99.9158,0.0072,0.0770,1.19e-12
650,15,15,118637.0758,4441.3220,1.410138,1.802489,1.973175,1.935735,99.9179,0.0071,0.0749,1.19e-12
651,15,15,120124.8356,4441.3220,1.415759,1.802496,1.969848,1.891430,99.9192,0.0088,0.0720,1.31e-12
652,15,15,121329.1901,4441.3220,1.420257,1.802401,2.057151,2.011262,99.8792,0.0550,0.0658,1.02e-12
653,15,15,121726.3719,4441.3220,1.421730,1.802351,2.088206,2.044624,99.8607,0.0686,0.0707,1.02e-12
654,15,15,121894.5311,4441.3220,1.422353,1.802369,2.075311,2.024495,99.8687,0.0657,0.0655,1.29e-12
655,15,15,126455.6318,4441.3220,1.438899,1.802499,2.036842,1.963588,99.8901,0.1043,0.0056,1.14e-12
656,15,15,127228.0346,4441.3220,1.441639,1.802357,2.093319,1.995166,99.8574,0.0669,0.0757,9.39e-13
657,15,15,145594.0018,4441.3220,1.502177,1.802230,2.101461,1.955550,99.8518,0.0038,0.1444,8.37e-13
658,15,15,5460428.5336,4441.3220,3.089361,0.174292,3.516129,6.337894,0.0283,99.0864,0.8852,3.26e-14
659,15,15,5463918.2025,4441.3220,3.089639,0.202677,3.516115,6.337910,0.0358,0.8890,99.0752,4.37e-14
660,15,15,5491238.3201,4441.3220,3.091807,0.186073,3.516123,6.340314,0.0318,79.2968,20.6714,3.66e-14
661,15,15,5494037.8154,4441.3220,3.092028,0.238442,3.516078,6.340363,0.0538,20.6786,79.2677,2.18e-14
662,15,15,5530046.6844,4441.3220,3.094868,0.036594,3.516182,6.343514,0.0054,5.4174,94.5772,5.37e-14
663,15,15,5533687.5162,4441.3220,3.095154,0.160245,3.516136,6.343556,0.0247,94.5574,5.4179,4.61e-14
664,15,15,5723993.2750,4441.3220,3.109850,0.235317,3.516090,6.358355,0.0468,43.8658,56.0874,3.75e-14
665,15,15,5724881.1888,4441.3220,3.109917,0.128662,3.516146,6.358298,0.0208,56.1071,43.8721,4.90e-14
666,15,15,5735152.8592,4441.3220,3.110696,0.213716,3.516103,6.359240,0.0408,91.4872,8.4721,2.91e-14
667,15,15,5736006.1957,4441.3220,3.110761,0.102916,3.516155,6.359189,0.0177,8.4655,91.5168,4.44e-14
668,15,15,5742281.0055,4441.3220,3.111236,0.172781,3.516125,6.359682,0.0304,17.1648,82.8048,4.72e-14
669,15,15,5742827.1227,4441.3220,3.111277,0.096742,3.516157,6.359652,0.0166,82.8180,17.1654,3.55e-14
670,15,15,5752701.3048,4441.3220,3.112024,0.179560,3.516122,6.360434,0.0322,90.5650,9.4028,5.03e-14
671,15,15,5754723.3004,4441.3220,3.112177,0.196953,3.516115,6.360440,0.0346,9.3979,90.5676,9.41e-14
672,15,15,5791265.7855,4441.3220,3.114928,0.185194,3.516125,6.363364,0.0304,42.1227,57.8469,2.18e-14
673,15,15,5791856.7486,4441.3220,3.114972,0.102800,3.516160,6.363329,0.0149,57.8464,42.1387,2.31e-14
674,15,15,5820576.8205,4441.3220,3.117122,0.187460,3.516120,6.365661,0.0332,43.1445,56.8222,4.05e-14
675,15,15,5822024.7049,4441.3220,3.117230,0.121131,3.516148,6.365630,0.0195,56.8187,43.1618,5.00e-14
676,15,15,5847467.3377,4441.3220,3.119126,0.136115,3.516143,6.367693,0.0226,45.1871,54.7903,4.07e-14
677,15,15,5848980.9373,4441.3220,3.119238,0.154969,3.516134,6.367697,0.0254,54.7878,45.1868,4.38e-14
678,15,15,5850273.7789,4441.3220,3.119334,0.147113,3.516141,6.367845,0.0238,15.9932,83.9830,7.00e-14
679,15,15,5851602.2726,4441.3220,3.119433,0.176430,3.516127,6.367857,0.0295,83.9689,16.0016,6.51e-14
680,15,15,5856598.7917,4441.3220,3.119804,0.111243,3.516154,6.368266,0.0177,75.2041,24.7781,5.79e-14
681,15,15,5857520.5219,4441.3220,3.119872,0.145827,3.516138,6.368281,0.0246,24.7662,75.2092,4.62e-14
682,15,15,5863804.1629,4441.3220,3.120338,0.119338,3.516150,6.368929,0.0194,56.0937,43.8869,5.31e-14
683,15,15,5865674.7503,4441.3220,3.120477,0.125185,3.516148,6.368928,0.0196,43.8879,56.0925,5.52e-14
684,15,15,5885051.9077,4441.3220,3.121910,0.061402,3.516170,6.370440,0.0109,9.8756,90.1135,7.00e-14
685,15,15,5886320.1222,4441.3220,3.122004,0.135471,3.516146,6.370461,0.0206,90.1061,9.8733,3.87e-14
686,15,15,5913139.0382,4441.3220,3.123980,0.157071,3.516138,6.372495,0.0246,18.3290,81.6464,5.53e-14
687,15,15,5913944.0461,4441.3220,3.124039,0.136122,3.516147,6.372486,0.0205,81.6426,18.3369,6.37e-14
688,15,15,5920638.2246,4441.3220,3.124530,0.145587,3.516144,6.373049,0.0219,93.4181,6.5600,4.40e-14
689,15,15,5921617.0660,4441.3220,3.124602,0.090351,3.516159,6.373035,0.0155,6.5621,93.4224,5.23e-14
690,15,15,5929442.7792,4441.3220,3.125176,0.136961,3.516144,6.373717,0.0219,4.6624,95.3157,3.71e-14
691,15,15,5930278.3102,4441.3220,3.125237,0.130383,3.516148,6.373712,0.0198,95.3144,4.6658,3.95e-14
692,15,15,5934502.8365,4441.3220,3.125547,0.136267,3.516145,6.374062,0.0217,49.8976,50.0807,6.56e-14
693,15,15,5935116.5214,4441.3220,3.125592,0.131424,3.516145,6.374061,0.0215,50.0867,49.8918,8.28e-14
694,15,15,5936501.4010,4441.3220,3.125693,0.148922,3.516140,6.374204,0.0232,0.9863,98.9905,8.45e-14
695,15,15,5936833.0372,4441.3220,3.125718,0.136443,3.516143,6.374200,0.0226,98.9902,0.9873,6.15e-14
696,15,15,5941863.6869,4441.3220,3.126086,0.102778,3.516158,6.374597,0.0157,94.1209,5.8633,7.26e-14
697,15,15,5943202.8179,4441.3220,3.126184,0.118090,3.516151,6.374610,0.0188,5.8815,94.0997,7.52e-14
698,15,15,5945353.5199,4441.3220,3.126341,0.125171,3.516149,6.374874,0.0196,98.4005,1.5799,6.06e-14
699,15,15,5945951.2175,4441.3220,3.126385,0.117643,3.516159,6.374857,0.0153,1.5772,98.4075,6.68e-14
700,15,15,5950627.9617,4441.3220,3.126726,0.118196,3.516149,6.375251,0.0205,2.3112,97.6684,4.14e-14
701,15,15,5951080.6584,4441.3220,3.126759,0.119140,3.516156,6.375242,0.0164,97.6746,2.3089,3.86e-14
702,15,15,5958178.5677,4441.3220,3.127277,0.115434,3.516156,6.375816,0.0166,71.0475,28.9360,7.18e-14
703,15,15,5959215.5057,4441.3220,3.127353,0.170619,3.516124,6.375846,0.0307,28.9237,71.0456,4.78e-14
704,15,15,5963437.7791,4441.3220,3.127661,0.117173,3.516152,6.376180,0.0185,62.7150,37.2665,5.14e-14
705,15,15,5964114.6496,4441.3220,3.127710,0.118670,3.516153,6.376181,0.0165,37.1479,62.8356,6.95e-14
706,15,15,5968050.7205,4441.3220,3.127997,0.165136,3.516134,6.376592,0.0262,78.2541,21.7197,5.24e-14
707,15,15,5968557.9324,4441.3220,3.128034,0.131928,3.516149,6.376587,0.0186,0.5452,99.4362,4.89e-14
708,15,15,5969108.8807,4441.3220,3.128074,0.080317,3.516166,6.376559,0.0120,21.7183,78.2697,9.49e-14
709,15,15,5969616.9526,4441.3220,3.128111,0.088329,3.516157,6.376591,0.0175,99.4451,0.5374,4.68e-14
710,15,15,5971400.0261,4441.3220,3.128241,0.144377,3.516139,6.376702,0.0239,0.1623,99.8137,6.84e-14
711,15,15,5973764.4565,4441.3220,3.128413,0.137056,3.516145,6.376710,0.0201,99.9286,0.0513,6.72e-14
712,15,15,5978207.2545,4441.3220,3.128736,0.061688,3.516169,6.377314,0.0112,99.9748,0.0140,8.56e-14
713,15,15,5979615.6070,4441.3220,3.128838,0.105648,3.516163,6.377317,0.0129,0.0101,99.9770,7.76e-14
714,15,15,5985581.0212,4441.3220,3.129272,0.133148,3.516146,6.377686,0.0227,99.7738,0.2035,4.63e-14
715,15,15,5987461.2783,4441.3220,3.129408,0.220033,3.516098,6.377746,0.0421,0.2037,99.7542,5.61e-14
716,15,15,5989781.1535,4441.3220,3.129577,0.155800,3.516141,6.378122,0.0222,99.0540,0.9238,5.47e-14
717,15,15,5990623.0487,4441.3220,3.129638,0.124696,3.516149,6.378102,0.0201,1.0285,98.9515,6.21e-14
718,15,15,5993144.8751,4441.3220,3.129821,0.132003,3.516147,6.378341,0.0213,94.2143,5.7644,6.53e-14
719,15,15,5993827.6160,4441.3220,3.129870,0.150411,3.516142,6.378343,0.0228,5.7629,94.2143,7.91e-14
720,15,15,5994054.1149,4441.3220,3.129886,0.129124,3.516150,6.378450,0.0191,98.2801,1.7008,5.59e-14
721,15,15,5994847.0210,4441.3220,3.129944,0.106663,3.516156,6.378443,0.0163,1.6184,98.3653,8.35e-14
722,15,15,5995621.2492,4441.3220,3.130000,0.116477,3.516151,6.378525,0.0182,10.2550,89.7268,9.73e-14
723,15,15,5996633.1734,4441.3220,3.130073,0.159396,3.516133,6.378546,0.0274,89.7027,10.2699,4.90e-14
724,15,15,5998873.8626,4441.3220,3.130236,0.146947,3.516143,6.378761,0.0225,5.4516,94.5259,9.05e-14
725,15,15,5999867.6161,4441.3220,3.130308,0.176884,3.516119,6.378785,0.0343,94.5128,5.4529,5.88e-14
726,15,15,6017535.1450,4441.3220,3.131586,0.123110,3.516151,6.380130,0.0181,89.8731,10.1088,5.88e-14
727,15,15,6018371.6592,4441.3220,3.131646,0.150152,3.516138,6.380143,0.0242,10.1311,89.8447,4.93e-14
728,15,15,6023192.5653,4441.3220,3.131994,0.106065,3.516161,6.380515,0.0141,99.5910,0.3949,5.68e-14
729,15,15,6023540.7864,4441.3220,3.132019,0.117941,3.516147,6.380531,0.0217,0.3742,99.6041,4.83e-14
730,15,15,6033135.3765,4441.3220,3.132711,0.106597,3.516155,6.381203,0.0172,4.0214,95.9614,5.55e-14
731,15,15,6035368.7607,4441.3220,3.132872,0.125667,3.516149,6.381239,0.0201,96.0126,3.9673,5.72e-14
732,15,15,6039626.1146,4441.3220,3.133178,0.121303,3.516150,6.381710,0.0201,70.3332,29.6467,5.74e-14
733,15,15,6040411.6302,4441.3220,3.133235,0.091067,3.516162,6.381701,0.0135,29.5652,70.4213,7.70e-14
734,15,15,6045867.7106,4441.3220,3.133627,0.127452,3.516149,6.382163,0.0203,10.7983,89.1814,6.36e-14
735,15,15,6046261.7938,4441.3220,3.133656,0.102505,3.516157,6.382141,0.0168,89.1807,10.8024,7.37e-14
736,15,15,6049865.6599,4441.3220,3.133915,0.102781,3.516163,6.382479,0.0132,43.4607,56.5261,6.05e-14
737,15,15,6050630.4269,4441.3220,3.133969,0.112277,3.516155,6.382484,0.0157,56.5522,43.4321,6.82e-14
738,15,15,6058982.5831,4441.3220,3.134569,0.146045,3.516146,6.383155,0.0208,49.2953,50.6838,4.93e-14
739,15,15,6059897.0094,4441.3220,3.134635,0.143859,3.516145,6.383152,0.0195,50.6894,49.2911,5.95e-14
740,15,15,6065821.9490,4441.3220,3.135059,0.128950,3.516149,6.383607,0.0191,80.6165,19.3643,6.19e-14
741,15,15,6065996.0697,4441.3220,3.135072,0.091229,3.516162,6.383598,0.0137,20.4147,79.5716,7.55e-14
742,15,15,6066688.0959,4441.3220,3.135121,0.110993,3.516153,6.383681,0.0181,79.6319,20.3499,8.79e-14
743,15,15,6067244.1111,4441.3220,3.135161,0.088521,3.516163,6.383676,0.0144,19.5132,80.4723,8.30e-14
744,15,15,6067856.8086,4441.3220,3.135205,0.128494,3.516147,6.383743,0.0201,3.5677,96.4123,6.44e-14
745,15,15,6068397.8708,4441.3220,3.135244,0.147575,3.516136,6.383777,0.0249,93.5244,6.4506,7.51e-14
746,15,15,6069750.8153,4441.3220,3.135341,0.128198,3.516150,6.383840,0.0193,3.7935,96.1872,8.22e-14
747,15,15,6070416.4974,4441.3220,3.135388,0.131547,3.516145,6.383836,0.0225,98.8133,1.1643,5.27e-14
748,15,15,6072217.6773,4441.3220,3.135517,0.101766,3.516157,6.384004,0.0164,1.7345,98.2491,6.66e-14
749,15,15,6072964.6386,4441.3220,3.135571,0.132721,3.516148,6.384113,0.0202,64.7580,35.2218,6.83e-14
750,15,15,6073135.8457,4441.3220,3.135583,0.102475,3.516158,6.384104,0.0153,35.1876,64.7971,8.76e-14
751,15,15,6073742.2372,4441.3220,3.135626,0.152645,3.516135,6.384033,0.0273,98.2946,1.6782,5.55e-14
752,15,15,6084972.3833,4441.3220,3.136429,0.138576,3.516140,6.384982,0.0238,96.7654,3.2108,4.13e-14
753,15,15,6085626.6634,4441.3220,3.136476,0.097712,3.516159,6.384965,0.0157,3.2147,96.7695,6.15e-14
754,15,15,6090169.1549,4441.3220,3.136800,0.102050,3.516159,6.385359,0.0149,99.4880,0.4971,6.84e-14
755,15,15,6090690.3700,4441.3220,3.136837,0.110694,3.516156,6.385359,0.0155,0.5622,99.4223,8.50e-14
756,15,15,6092001.7620,4441.3220,3.136931,0.111847,3.516156,6.385485,0.0168,99.7425,0.2407,6.54e-14
757,15,15,6092535.5876,4441.3220,3.136969,0.104252,3.516159,6.385484,0.0150,0.1870,99.7980,6.61e-14
758,15,15,6099151.4812,4441.3220,3.137441,0.133016,3.516146,6.385996,0.0209,90.6257,9.3535,7.27e-14
759,15,15,6099521.5570,4441.3220,3.137467,0.077491,3.516170,6.385975,0.0110,9.3966,90.5925,1.03e-13
760,15,15,6100733.1267,4441.3220,3.137553,0.143468,3.516140,6.386159,0.0242,44.3305,55.6453,4.44e-14
761,15,15,6101492.9076,4441.3220,3.137608,0.074275,3.516169,6.386131,0.0100,55.5994,44.3906,7.97e-14
762,15,15,6101843.0048,4441.3220,3.137633,0.142601,3.516148,6.386253,0.0191,80.3764,19.6045,7.19e-14
763,15,15,6102970.6768,4441.3220,3.137713,0.090731,3.516164,6.386243,0.0139,19.6082,80.3779,1.05e-13
764,15,15,6104999.5631,4441.3220,3.137857,0.141262,3.516146,6.386416,0.0208,89.2897,10.6896,5.43e-14
765,15,15,6105517.9268,4441.3220,3.137894,0.143635,3.516145,6.386416,0.0195,10.6808,89.2997,5.34e-14
766,15,15,6109992.3957,4441.3220,3.138213,0.113801,3.516153,6.386790,0.0188,60.8181,39.1631,7.26e-14
767,15,15,6110341.2343,4441.3220,3.138237,0.112353,3.516158,6.386784,0.0165,39.1689,60.8146,8.69e-14
768,15,15,6113448.5694,4441.3220,3.138458,0.091664,3.516159,6.386998,0.0151,60.8001,39.1848,9.84e-14
769,15,15,6114613.4753,4441.3220,3.138541,0.149056,3.516141,6.387017,0.0241,39.1832,60.7927,9.04e-14
770,15,15,6121659.4943,4441.3220,3.139042,0.112384,3.516159,6.387567,0.0155,85.3281,14.6564,5.62e-14
771,15,15,6121891.8152,4441.3220,3.139058,0.113615,3.516156,6.387570,0.0163,14.6578,85.3259,6.68e-14
772,15,15,6139388.6724,4441.3220,3.140299,0.118333,3.516152,6.388866,0.0173,95.3758,4.6070,6.68e-14
773,15,15,6140110.4646,4441.3220,3.140350,0.091635,3.516165,6.388888,0.0117,17.9847,82.0036,7.18e-14
774,15,15,6141094.8805,4441.3220,3.140419,0.146628,3.516144,6.388973,0.0220,83.0821,16.8959,7.08e-14
775,15,15,6141737.0814,4441.3220,3.140465,0.122760,3.516155,6.388952,0.0168,3.5566,96.4267,5.45e-14
776,15,15,6145167.7756,4441.3220,3.140707,0.155883,3.516141,6.389260,0.0216,91.6734,8.3050,5.48e-14
777,15,15,6145414.3056,4441.3220,3.140725,0.127627,3.516153,6.389255,0.0180,8.3193,91.6627,7.29e-14
778,15,15,6146050.2410,4441.3220,3.140770,0.122384,3.516151,6.389271,0.0180,0.0284,99.9536,7.97e-14
779,15,15,6146274.9332,4441.3220,3.140786,0.143191,3.516148,6.389346,0.0191,99.4552,0.5258,6.94e-14
780,15,15,6146987.4451,4441.3220,3.140836,0.101946,3.516162,6.389332,0.0127,0.5081,99.4792,9.05e-14
