mode_rank,omega_num,freq_num_hz,m,n,omega_exact,freq_exact_hz,Omega_num,Omega_exact,rel_error_percent,abs_rel_error_percent,relative_residual,residual_within_tolerance,vector_norm,w_norm
105,208780.538647409,33228.45474712364,2,12,189165.25426218673,30106.58527706224,689.9241273005985,625.1045897665838,10.369390753988625,10.369390753988625,4.856671930675024e-08,1,55.3304924873415,5.673607749196163
106,209208.01418062104,33296.48959128518,12,2,189165.25426218673,30106.58527706224,691.3367382944409,625.1045897665838,10.595370696700284,10.595370696700284,4.777001937927979e-08,1,304.3298686157034,6.32849351763341
107,209495.16855009552,33342.191628617475,7,10,189944.05262311056,30230.534885875135,692.2856520631461,627.678161915523,10.293091916796437,10.293091916796437,4.2401213135676674e-08,1,821.6566569327695,4.829849315724403
108,209909.7208764093,33408.16968052056,10,7,189944.05262311062,30230.534885875146,693.655557772775,627.6781619155232,10.5113416174787,10.5113416174787,1.3492910203178592e-07,1,1647.39903274583,6.687322767586666
109,210214.53947949255,33456.683067947626,12,3,193032.66279493005,30722.102462004113,694.6628437491387,637.8846049641398,8.901020395090233,8.901020395090233,3.749362354680493e-08,1,77.21520947525559,5.873786940431124
110,210370.3944246005,33481.48815286687,3,12,193032.66279493013,30722.102462004128,695.177873012334,637.8846049641401,8.981760588408426,8.981760588408426,4.0944814441093546e-08,1,131.96047076166454,6.174952080418367
111,210818.72521030897,33552.84221355265,6,11,196079.93766278832,31207.09132018346,696.6594010708197,647.9544537511606,7.516723905159499,7.516723905159499,2.1804383822296389e-07,1,1313.2589970149722,6.30483670351867
112,211326.32271800228,33633.628866003164,11,6,196079.9376627884,31207.091320183474,698.3367785207682,647.9544537511609,7.775596645401873,7.775596645401873,2.206739233543536e-08,1,1017.724049800019,4.509010552491814
113,211366.7933482343,33640.06996685463,4,12,198339.1853478956,31566.661756937207,698.4705154314258,655.4202333568733,6.5683480435233825,6.5683480435233825,3.904525896024314e-08,1,961.4464988483556,7.2914508071515
114,211866.99387646548,33719.679353459804,12,4,198339.1853478956,31566.661756937207,700.1234492496396,655.4202333568733,6.8205425492907645,6.8205425492907645,5.134150123565433e-08,1,62.487885644538856,6.145364607911167
115,212697.77526356457,33851.902317845364,9,9,199833.21072301012,31804.443280491407,702.8688015089319,660.3573034486006,6.437650925994522,6.437650925994522,1.0269639961538317e-07,1,692.8239274880254,5.369209827956278
116,213739.7155185163,34017.73225982736,8,10,201317.7276782713,32040.71149202495,706.3119371850543,665.2629525644466,6.170339782543526,6.170339782543526,4.843180502923896e-08,1,16506.7739149903,5.488707796754107
117,214520.47576727695,34141.99411278727,10,8,201317.7276782714,32040.711492024966,708.8919924753937,665.2629525644469,6.5581646689878355,6.5581646689878355,9.307211755828807e-08,1,920.4853339109824,6.053727904156077
118,214610.4051412645,34156.30681718655,5,12,204988.51600981434,32624.935600034078,709.1891678982996,677.3932279845234,4.6938674023033915,4.6938674023033915,3.7831433918932974e-08,1,573.4922573310115,4.640325463902075
119,215113.46227682225,34236.37084696822,12,5,204988.51600981434,32624.935600034078,710.8515414963396,677.3932279845234,4.939274874560839,4.939274874560839,8.159269317495049e-08,1,1017.968196632948,6.281813421334912
