mode_rank,eigen_index,lambda_real,lambda_imag,lambda_isfinite,lambda_isinf,lambda_isnan,vector_isfinite,norm_v,norm_Kv,norm_KGv,residual_norm,relative_residual,KGv_over_v,selected_positive_mode
46.0,46.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.0030991393787328e7,0.0,NaN,NaN,0.0,0.0
47.0,47.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7356804155204117e7,0.0,NaN,NaN,0.0,0.0
48.0,48.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.003099139377727e7,0.0,NaN,NaN,0.0,0.0
49.0,49.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.735680415511078e7,0.0,NaN,NaN,0.0,0.0
50.0,50.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7356804155202597e7,0.0,NaN,NaN,0.0,0.0
51.0,51.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.735680415529151e7,0.0,NaN,NaN,0.0,0.0
52.0,52.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7356804155294362e7,0.0,NaN,NaN,0.0,0.0
53.0,53.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.0030991393742617e7,0.0,NaN,NaN,0.0,0.0
54.0,54.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.0030991393738735e7,0.0,NaN,NaN,0.0,0.0
55.0,55.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7356804155294716e7,0.0,NaN,NaN,0.0,0.0
56.0,56.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.0030991393734852e7,0.0,NaN,NaN,0.0,0.0
57.0,57.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7356804155294936e7,0.0,NaN,NaN,0.0,0.0
58.0,58.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891490847e7,0.0,NaN,NaN,0.0,0.0
59.0,59.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891573813e7,0.0,NaN,NaN,0.0,0.0
60.0,60.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891497336e7,0.0,NaN,NaN,0.0,0.0
61.0,61.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891573828e7,0.0,NaN,NaN,0.0,0.0
62.0,62.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891503826e7,0.0,NaN,NaN,0.0,0.0
63.0,63.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189157386e7,0.0,NaN,NaN,0.0,0.0
64.0,64.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189151032e7,0.0,NaN,NaN,0.0,0.0
65.0,65.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189157386e7,0.0,NaN,NaN,0.0,0.0
66.0,66.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891535774e7,0.0,NaN,NaN,0.0,0.0
67.0,67.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891399182e7,0.0,NaN,NaN,0.0,0.0
68.0,68.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189154226e7,0.0,NaN,NaN,0.0,0.0
69.0,69.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891548753e7,0.0,NaN,NaN,0.0,0.0
70.0,70.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891555242e7,0.0,NaN,NaN,0.0,0.0
71.0,71.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189140201e7,0.0,NaN,NaN,0.0,0.0
72.0,72.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189156174e7,0.0,NaN,NaN,0.0,0.0
73.0,73.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189148965e7,0.0,NaN,NaN,0.0,0.0
74.0,74.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891568482e7,0.0,NaN,NaN,0.0,0.0
75.0,75.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891577255e7,0.0,NaN,NaN,0.0,0.0
76.0,76.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189156845e7,0.0,NaN,NaN,0.0,0.0
77.0,77.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891484424e7,0.0,NaN,NaN,0.0,0.0
78.0,78.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189156613e7,0.0,NaN,NaN,0.0,0.0
79.0,79.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891491376e7,0.0,NaN,NaN,0.0,0.0
80.0,80.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891566142e7,0.0,NaN,NaN,0.0,0.0
81.0,81.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189156615e7,0.0,NaN,NaN,0.0,0.0
82.0,82.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891411997e7,0.0,NaN,NaN,0.0,0.0
83.0,83.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189153955e7,0.0,NaN,NaN,0.0,0.0
84.0,84.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891409617e7,0.0,NaN,NaN,0.0,0.0
85.0,85.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189154649e7,0.0,NaN,NaN,0.0,0.0
86.0,86.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891409602e7,0.0,NaN,NaN,0.0,0.0
87.0,87.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891553435e7,0.0,NaN,NaN,0.0,0.0
88.0,88.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891466692e7,0.0,NaN,NaN,0.0,0.0
89.0,89.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891560573e7,0.0,NaN,NaN,0.0,0.0
90.0,90.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891558442e7,0.0,NaN,NaN,0.0,0.0
91.0,91.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891482014e7,0.0,NaN,NaN,0.0,0.0
92.0,92.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891558412e7,0.0,NaN,NaN,0.0,0.0
93.0,93.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189148968e7,0.0,NaN,NaN,0.0,0.0
94.0,94.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891558416e7,0.0,NaN,NaN,0.0,0.0
95.0,95.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155843e7,0.0,NaN,NaN,0.0,0.0
96.0,96.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891505003e7,0.0,NaN,NaN,0.0,0.0
97.0,97.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891556315e7,0.0,NaN,NaN,0.0,0.0
98.0,98.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.73744418914221e7,0.0,NaN,NaN,0.0,0.0
99.0,99.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891527608e7,0.0,NaN,NaN,0.0,0.0
100.0,100.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891535267e7,0.0,NaN,NaN,0.0,0.0
101.0,101.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891420007e7,0.0,NaN,NaN,0.0,0.0
102.0,102.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891542926e7,0.0,NaN,NaN,0.0,0.0
103.0,103.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189141997e7,0.0,NaN,NaN,0.0,0.0
104.0,104.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891550586e7,0.0,NaN,NaN,0.0,0.0
105.0,105.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189149839e7,0.0,NaN,NaN,0.0,0.0
106.0,106.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891574334e7,0.0,NaN,NaN,0.0,0.0
107.0,107.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891574033e7,0.0,NaN,NaN,0.0,0.0
108.0,108.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891553625e7,0.0,NaN,NaN,0.0,0.0
109.0,109.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891550716e7,0.0,NaN,NaN,0.0,0.0
110.0,110.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155073e7,0.0,NaN,NaN,0.0,0.0
111.0,111.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189149707e7,0.0,NaN,NaN,0.0,0.0
112.0,112.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155075e7,0.0,NaN,NaN,0.0,0.0
113.0,113.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891512442e7,0.0,NaN,NaN,0.0,0.0
114.0,114.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189151996e7,0.0,NaN,NaN,0.0,0.0
115.0,115.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891432222e7,0.0,NaN,NaN,0.0,0.0
116.0,116.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891430378e7,0.0,NaN,NaN,0.0,0.0
117.0,117.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891430385e7,0.0,NaN,NaN,0.0,0.0
118.0,118.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891542844e7,0.0,NaN,NaN,0.0,0.0
119.0,119.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155054e7,0.0,NaN,NaN,0.0,0.0
120.0,120.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155824e7,0.0,NaN,NaN,0.0,0.0
121.0,121.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189156614e7,0.0,NaN,NaN,0.0,0.0
122.0,122.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189157286e7,0.0,NaN,NaN,0.0,0.0
123.0,123.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189154668e7,0.0,NaN,NaN,0.0,0.0
124.0,124.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189147399e7,0.0,NaN,NaN,0.0,0.0
125.0,125.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189148167e7,0.0,NaN,NaN,0.0,0.0
126.0,126.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891543016e7,0.0,NaN,NaN,0.0,0.0
127.0,127.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189154305e7,0.0,NaN,NaN,0.0,0.0
128.0,128.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891543068e7,0.0,NaN,NaN,0.0,0.0
129.0,129.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891504742e7,0.0,NaN,NaN,0.0,0.0
130.0,130.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.73744418914919e7,0.0,NaN,NaN,0.0,0.0
131.0,131.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891527507e7,0.0,NaN,NaN,0.0,0.0
132.0,132.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891535196e7,0.0,NaN,NaN,0.0,0.0
133.0,133.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155057e7,0.0,NaN,NaN,0.0,0.0
134.0,134.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189157404e7,0.0,NaN,NaN,0.0,0.0
135.0,135.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891539738e7,0.0,NaN,NaN,0.0,0.0
136.0,136.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189147396e7,0.0,NaN,NaN,0.0,0.0
137.0,137.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891497012e7,0.0,NaN,NaN,0.0,0.0
138.0,138.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189153538e7,0.0,NaN,NaN,0.0,0.0
139.0,139.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891504698e7,0.0,NaN,NaN,0.0,0.0
140.0,140.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189153407e7,0.0,NaN,NaN,0.0,0.0
141.0,141.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891512375e7,0.0,NaN,NaN,0.0,0.0
142.0,142.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891493265e7,0.0,NaN,NaN,0.0,0.0
143.0,143.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891519956e7,0.0,NaN,NaN,0.0,0.0
144.0,144.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189152753e7,0.0,NaN,NaN,0.0,0.0
145.0,145.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189153522e7,0.0,NaN,NaN,0.0,0.0
146.0,146.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891451176e7,0.0,NaN,NaN,0.0,0.0
147.0,147.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891451206e7,0.0,NaN,NaN,0.0,0.0
148.0,148.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189155059e7,0.0,NaN,NaN,0.0,0.0
149.0,149.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891558282e7,0.0,NaN,NaN,0.0,0.0
150.0,150.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891511485e7,0.0,NaN,NaN,0.0,0.0
151.0,151.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189156614e7,0.0,NaN,NaN,0.0,0.0
152.0,152.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891535964e7,0.0,NaN,NaN,0.0,0.0
153.0,153.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891467497e7,0.0,NaN,NaN,0.0,0.0
154.0,154.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891532794e7,0.0,NaN,NaN,0.0,0.0
155.0,155.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891527645e7,0.0,NaN,NaN,0.0,0.0
156.0,156.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891489685e7,0.0,NaN,NaN,0.0,0.0
157.0,157.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891504504e7,0.0,NaN,NaN,0.0,0.0
158.0,158.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891526666e7,0.0,NaN,NaN,0.0,0.0
159.0,159.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891494624e7,0.0,NaN,NaN,0.0,0.0
160.0,160.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891462572e7,0.0,NaN,NaN,0.0,0.0
161.0,161.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891533937e7,0.0,NaN,NaN,0.0,0.0
162.0,162.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891461566e7,0.0,NaN,NaN,0.0,0.0
163.0,163.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189154134e7,0.0,NaN,NaN,0.0,0.0
164.0,164.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891461596e7,0.0,NaN,NaN,0.0,0.0
165.0,165.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189154874e7,0.0,NaN,NaN,0.0,0.0
166.0,166.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891463265e7,0.0,NaN,NaN,0.0,0.0
167.0,167.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891568445e7,0.0,NaN,NaN,0.0,0.0
168.0,168.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891504105e7,0.0,NaN,NaN,0.0,0.0
169.0,169.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891519994e7,0.0,NaN,NaN,0.0,0.0
170.0,170.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891498692e7,0.0,NaN,NaN,0.0,0.0
171.0,171.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189151922e7,0.0,NaN,NaN,0.0,0.0
172.0,172.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891495906e7,0.0,NaN,NaN,0.0,0.0
173.0,173.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189149591e7,0.0,NaN,NaN,0.0,0.0
174.0,174.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891472574e7,0.0,NaN,NaN,0.0,0.0
175.0,175.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891494483e7,0.0,NaN,NaN,0.0,0.0
176.0,176.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189149313e7,0.0,NaN,NaN,0.0,0.0
177.0,177.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891471818e7,0.0,NaN,NaN,0.0,0.0
178.0,178.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891491767e7,0.0,NaN,NaN,0.0,0.0
179.0,179.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891471796e7,0.0,NaN,NaN,0.0,0.0
180.0,180.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891473275e7,0.0,NaN,NaN,0.0,0.0
181.0,181.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189152321e7,0.0,NaN,NaN,0.0,0.0
182.0,182.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891543444e7,0.0,NaN,NaN,0.0,0.0
183.0,183.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891519062e7,0.0,NaN,NaN,0.0,0.0
184.0,184.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891533308e7,0.0,NaN,NaN,0.0,0.0
185.0,185.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891523175e7,0.0,NaN,NaN,0.0,0.0
186.0,186.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189151306e7,0.0,NaN,NaN,0.0,0.0
187.0,187.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189151226e7,0.0,NaN,NaN,0.0,0.0
188.0,188.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891462404e7,0.0,NaN,NaN,0.0,0.0
189.0,189.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891482078e7,0.0,NaN,NaN,0.0,0.0
190.0,190.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891432088e7,0.0,NaN,NaN,0.0,0.0
191.0,191.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891483303e7,0.0,NaN,NaN,0.0,0.0
192.0,192.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189142198e7,0.0,NaN,NaN,0.0,0.0
193.0,193.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891411975e7,0.0,NaN,NaN,0.0,0.0
194.0,194.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891565003e7,0.0,NaN,NaN,0.0,0.0
195.0,195.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189151212e7,0.0,NaN,NaN,0.0,0.0
196.0,196.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891534265e7,0.0,NaN,NaN,0.0,0.0
197.0,197.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189152383e7,0.0,NaN,NaN,0.0,0.0
198.0,198.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891492646e7,0.0,NaN,NaN,0.0,0.0
199.0,199.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189148225e7,0.0,NaN,NaN,0.0,0.0
200.0,200.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.737444189147182e7,0.0,NaN,NaN,0.0,0.0
201.0,201.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891461406e7,0.0,NaN,NaN,0.0,0.0
202.0,202.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891492497e7,0.0,NaN,NaN,0.0,0.0
203.0,203.0,-Inf,0.0,0.0,1.0,0.0,1.0,1.0,1.7374441891451005e7,0.0,NaN,NaN,0.0,0.0
