ndiv,lambda_numeric,lambda_exact
10,Inf,890.425600
10,Inf,890.792899
10,Inf,891.743163
10,Inf,900.000000
10,Inf,900.000000
10,Inf,900.000000
10,Inf,900.000000
10,Inf,900.000000
10,Inf,902.001111
10,Inf,903.753906
10,Inf,904.290816
10,Inf,908.017778
10,Inf,914.173010
10,Inf,914.541023
10,Inf,917.224490
10,Inf,918.090000
10,Inf,918.556213
10,Inf,920.111111
10,Inf,920.990548
10,Inf,930.250000
10,Inf,932.284444
10,Inf,939.658284
10,Inf,941.854935
10,Inf,942.717421
10,Inf,945.562500
10,Inf,946.177600
10,Inf,947.271605
10,Inf,950.694444
10,Inf,951.235457
10,Inf,954.368622
10,Inf,955.371901
10,Inf,963.001041
10,-Inf,4.000000
10,-Inf,6.250000
10,-Inf,11.111111
10,-Inf,16.000000
10,-Inf,18.062500
10,-Inf,18.777778
10,-Inf,25.000000
10,-Inf,25.000000
10,-Inf,27.040000
10,-Inf,33.640000
10,-3.6753910351660661e+30,36.000000
10,-3.5093573195575673e+29,38.027778
10,-6.9812419371630966e+28,39.062500
10,-2.6950079469101365e+26,42.250000
10,-2.3506345509479745e+25,44.444444
10,-9.4503386462748200e+23,46.240000
10,-9.7397083327810864e+11,51.020408
10,6.0334460873141804e-04,56.250000
10,2.9945767235259819e+08,57.326531
10,1.0144724812464125e+09,64.000000
10,1.5842756661138284e+09,66.015625
10,2.1283058129840529e+09,67.240000
10,2.4696705422927318e+09,68.653061
10,3.3878162196463232e+09,69.444444
10,4.5527809966324139e+09,72.250000
10,5.0008112316476917e+09,75.111111
10,6.9430735730837593e+09,83.012346
10,7.1755030990855770e+09,83.265625
10,7.9592596654055386e+09,86.224490
10,9.6521710044325104e+09,89.197531
10,9.7316886594878883e+09,100.000000
10,1.0224611783959509e+10,100.000000
10,1.0295082949031134e+10,100.000000
10,1.3324459018047354e+10,100.000000
10,1.3579572956221972e+10,100.000000
10,1.5027390815554962e+10,102.010000
10,1.6325486275340433e+10,103.361111
10,1.7708449711896664e+10,105.062500
10,1.8957568010229706e+10,108.160000
10,2.0259135338045128e+10,111.755102
10,2.0720892078176975e+10,116.160494
10,2.2142449406225628e+10,118.810000
10,2.3248780712022495e+10,123.008264
10,2.4038359461043941e+10,123.765625
10,2.5831222588293781e+10,128.444444
10,2.6564903436540733e+10,129.132231
10,2.8553063143140812e+10,134.560000
10,3.0482656730793919e+10,138.716049
10,3.2378183936823524e+10,139.669421
10,3.4065883867121620e+10,144.000000
10,3.4532567942301689e+10,146.006944
10,3.6314267971348785e+10,147.448980
10,3.7344888776662415e+10,148.840000
10,3.7636307219203773e+10,152.111111
10,3.7740478643271919e+10,155.115702
10,4.0516593141607567e+10,156.250000
10,4.1157993533084152e+10,156.250000
10,4.3099700665499184e+10,162.562500
10,4.4431135965191238e+10,169.000000
10,4.6764853503006020e+10,169.000000
10,4.8292135203185028e+10,171.005917
10,4.9893244031155800e+10,176.165289
10,4.9932913912396347e+10,177.094675
10,5.3328566944941032e+10,177.777778
10,5.3400141492826271e+10,184.960000
10,5.5215120442223473e+10,187.479290
10,5.5572028732495872e+10,196.000000
10,5.8284467419834023e+10,198.005102
10,5.9591672817662086e+10,198.340278
10,6.0279186979977425e+10,199.515625
10,6.0377379908306763e+10,200.694444
10,6.1256910015429649e+10,202.514793
10,6.3312130729635506e+10,203.710744
10,6.3979169940948494e+10,204.081633
10,6.6327197717274040e+10,208.641975
10,6.6604087545009933e+10,210.250000
10,6.9609689233188873e+10,214.413265
10,7.0337994624563812e+10,219.040000
10,7.1870334578139313e+10,222.010000
10,7.4641162496800446e+10,222.698225
10,7.7065178515057343e+10,225.000000
10,7.8896990891067047e+10,225.000000
10,8.1758749690469360e+10,227.004444
10,8.2002399898884018e+10,229.306122
10,8.3732287138363174e+10,233.071111
10,8.3972244606934875e+10,238.842975
10,9.0261862397290924e+10,243.360000
10,9.0837961891127197e+10,248.668639
10,9.3143492971039871e+10,249.188776
10,9.5638680977711578e+10,256.000000
10,9.5792939491499329e+10,258.003906
10,9.9835140263178696e+10,258.137778
10,1.0183177485837770e+11,258.673611
10,1.0435494290747125e+11,259.567901
10,1.0938468255312642e+11,260.591837
10,1.1705118802945071e+11,264.062500
10,1.2064030031497469e+11,264.062500
10,1.2178328656325365e+11,268.960000
10,1.2328196040468770e+11,274.316406
10,1.2932389981667717e+11,274.612245
10,1.3419434977521837e+11,277.777778
10,1.3937989502530054e+11,277.777778
10,1.4999797924053336e+11,281.207101
10,1.5134368772257858e+11,282.851240
10,1.6752566696248126e+11,289.000000
10,1.6857564244983185e+11,289.000000
10,1.8016355930212781e+11,291.003460
10,1.9626283760433398e+11,297.055363
10,2.0798991805335843e+11,300.444444
10,2.3916600791936209e+11,302.760000
10,2.4634760355115680e+11,306.250000
10,2.7957624443753857e+11,307.280277
10,3.0239490053062238e+11,308.441406
10,3.3558576615303394e+11,316.840000
10,3.6958958664464911e+11,321.236686
10,3.9611874233713574e+11,321.885813
10,4.6301765370803583e+11,324.000000
10,5.5047806735746033e+11,326.003086
10,7.2939034441749341e+11,327.610000
10,7.5837975110990112e+11,328.515625
10,7.8785574816027148e+11,332.049383
10,1.2406772606247905e+12,333.062500
10,1.5786643215945791e+12,333.671111
10,1.6911300933536909e+12,337.223140
10,2.9792795876559766e+12,341.162630
10,4.9326485654329795e+12,342.250000
10,6.1135531135532344e+12,344.897959
10,6.1135531135536289e+12,344.897959
10,6.1234728055432959e+12,351.562500
10,6.1288719639867686e+12,356.790123
10,6.1452102932796816e+12,363.002770
10,6.1654668010837842e+12,363.378906
10,6.1662195444773623e+12,365.484429
10,6.1784852144688838e+12,369.044321
10,6.1852659050166436e+12,369.822485
10,6.1884165634556699e+12,371.204444
10,6.1897869659477129e+12,373.777778
10,6.1903332631775000e+12,375.929012
10,6.2094730630195918e+12,379.224377
10,6.2117821570405371e+12,380.250000
10,6.2117823820431885e+12,391.474490
10,6.2479167864272793e+12,393.709141
10,6.2780560816793154e+12,395.307958
10,6.3001618744926006e+12,400.000000
10,6.3155941749624346e+12,400.000000
10,6.3256718024368984e+12,400.000000
10,6.3313513469013721e+12,400.000000
10,6.3332595203317969e+12,400.000000
10,6.5842220583809629e+12,402.002500
10,6.5903505478758789e+12,403.644628
10,6.5996101491842627e+12,404.456790
10,6.6009672413664355e+12,408.040000
10,6.6226940390964531e+12,412.731302
10,6.6390465290729551e+12,413.444444
10,6.6445228022459336e+12,416.160000
10,6.6597254399097051e+12,418.202500
10,6.6686485193300127e+12,420.250000
10,6.6734912056684961e+12,428.171598
10,6.6760052449901904e+12,429.410494
10,6.6772011231951475e+12,431.173010
10,6.6842320570775762e+12,432.640000
10,6.6954453217786631e+12,436.590028
10,6.6955609942179844e+12,443.002268
10,6.7248848661231709e+12,443.628906
10,6.7568158009738340e+12,447.020408
10,6.7803492529447256e+12,449.036281
10,6.7968300901343428e+12,449.440000
10,6.8076140044442158e+12,451.562500
10,6.8136974711019189e+12,453.081633
10,6.8157058602288359e+12,459.183673
10,6.8751047117064570e+12,464.641975
10,8.0905827197665605e+12,465.650970
10,8.1086226533119482e+12,469.444444
10,8.1195783932577158e+12,473.580499
10,8.1305137100981191e+12,473.702422
10,8.1482841888246729e+12,475.240000
10,8.1606549004550557e+12,484.000000
10,8.1787901677700869e+12,486.002066
10,8.2009991339973203e+12,487.673611
10,8.2093917355024062e+12,488.410000
10,8.2164303326758887e+12,492.033058
10,8.2261440158956484e+12,492.417234
10,8.2322797665673613e+12,495.062500
10,8.2355773289895762e+12,497.633136
10,8.2459789434192832e+12,500.346260
10,8.2470837262633477e+12,502.167355
10,8.2577895336529277e+12,503.753086
10,8.2943822042387422e+12,504.002500
10,8.3220906175557344e+12,506.250000
10,8.3416468378591436e+12,512.698980
10,8.3545070463138896e+12,513.777778
10,8.3618060678821387e+12,515.938776
10,8.3638804576691162e+12,516.528926
10,1.0964658652216355e+13,523.602076
10,1.0989167273386553e+13,531.001890
10,1.1046403876518396e+13,532.071111
10,1.1047242501482748e+13,534.765625
10,1.1058987745803176e+13,535.291322
10,1.1091529532416682e+13,537.030246
10,1.1106552200289939e+13,538.240000
10,1.1137515037173275e+13,541.174515
10,1.1146130312421406e+13,544.444444
10,1.1172392247637736e+13,547.153119
10,1.1188138813472893e+13,554.864198
10,1.1192982328601684e+13,555.191406
10,1.1201685154321740e+13,558.677686
10,1.1209114659270412e+13,561.483932
10,1.1215211986733590e+13,576.000000
10,1.1216643648800461e+13,578.001736
10,1.1239958806530611e+13,578.287982
10,1.1274744582485812e+13,578.402500
10,1.1299702934142488e+13,579.698225
10,1.1316207704149420e+13,580.181474
10,1.1326137906234484e+13,580.371901
10,1.1327840814663301e+13,581.660900
10,1.5958121029737135e+13,584.027778
10,1.5996236602550799e+13,586.960744
10,1.6087370844509346e+13,588.062500
10,1.6143123377964242e+13,588.700831
10,1.6159261308211393e+13,589.795918
10,1.6188208398102900e+13,589.795918
10,1.6200593958046584e+13,592.111111
10,1.6253385471050723e+13,594.140625
10,1.6267030833667238e+13,595.360000
10,1.6310353458785324e+13,603.449905
10,1.6314445387529447e+13,605.160000
10,1.6343914440710318e+13,608.444444
10,1.6361339450499453e+13,611.188272
10,1.6369439361666635e+13,617.877551
10,1.6374801948621881e+13,620.462810
10,1.6382941638757801e+13,625.000000
10,1.6383585713838371e+13,625.000000
10,1.6417964007388992e+13,625.000000
10,1.6451785276534693e+13,625.000000
10,1.6474084099217127e+13,627.001600
10,1.6490637411351947e+13,627.085069
10,1.6491640786754354e+13,631.538752
10,2.4735467243408648e+13,633.025600
10,2.4799878269071008e+13,643.129600
10,2.4953183491732750e+13,643.556787
10,2.5113717006098578e+13,648.750865
10,2.5122996803029719e+13,650.250000
10,2.5136872549327363e+13,657.409600
10,2.5195365668934246e+13,659.555785
10,2.5264223249878469e+13,663.675737
10,2.5267411992618559e+13,664.742911
10,2.5336709409056617e+13,676.000000
10,2.5358571115137328e+13,676.000000
10,2.5403509988663555e+13,676.000000
10,2.5408967227713777e+13,676.000000
10,2.5439066540352402e+13,676.000000
10,2.5456379878401488e+13,678.001479
10,2.5467385338070703e+13,678.168403
10,2.5467728066208656e+13,678.602500
10,2.5473871615496730e+13,679.719388
10,2.5519769733437793e+13,680.340278
10,2.5551426646743879e+13,684.023669
10,2.5583674861234918e+13,684.694444
10,2.5584185287003027e+13,689.937778
10,4.1352956616675508e+13,694.119822
10,4.1469255642410820e+13,695.041322
10,4.1743985371361898e+13,699.073600
10,4.2044515081761266e+13,702.250000
10,4.2107844860800906e+13,703.402647
10,4.2144988674359656e+13,704.661157
10,4.2237608638086148e+13,705.566406
10,4.2293299599469133e+13,706.440443
10,4.2349151332349086e+13,708.378698
10,4.2452050635591336e+13,711.111111
10,4.2472389328031148e+13,716.199546
10,4.2537571309485992e+13,723.610000
10,4.2576947148829375e+13,725.826990
10,4.2619988568843648e+13,726.841600
10,4.2626571121458359e+13,726.924556
10,4.2656074479043281e+13,731.001372
10,4.2671441762208438e+13,737.021948
10,4.2676921446740609e+13,739.840000
10,4.2697883817001203e+13,747.111111
10,4.2746638140885414e+13,747.903592
10,4.2813099429975547e+13,749.390625
10,4.2813393320980609e+13,749.917160
10,7.7709509320279047e+13,750.151235
10,7.7941363004537062e+13,756.250000
10,7.8485187451244672e+13,759.553600
10,7.9072608505296297e+13,760.183673
10,7.9298698760653547e+13,761.351166
10,7.9367144318844438e+13,771.604938
10,7.9535837284844703e+13,776.020408
10,7.9551962499742031e+13,777.551775
10,7.9735944451214516e+13,778.116343
10,7.9895950215699375e+13,779.857339
10,7.9917120468933297e+13,784.000000
10,8.0061612833803906e+13,786.001276
10,8.0125516250168922e+13,787.737778
10,8.0172620330531688e+13,788.313609
10,8.0235288159125797e+13,792.020408
10,8.0286509473999734e+13,793.361111
10,8.0289348610180359e+13,797.497600
10,8.0314941224207281e+13,798.062500
10,8.0323427059456547e+13,798.676749
10,8.0376721684498641e+13,802.103316
10,8.0522721668624516e+13,802.777778
10,8.0522944659319938e+13,802.777778
10,1.8208952738207253e+14,809.402500
10,1.8265505713450631e+14,810.059172
10,1.8397480845681625e+14,813.927336
10,1.8538703041414022e+14,814.842975
10,1.8608433066378472e+14,816.326531
10,1.8624335284467119e+14,830.293553
10,1.8652509859223306e+14,830.487603
10,1.8663308415022706e+14,834.567901
10,1.8708835861169528e+14,834.797194
10,1.8733324549139081e+14,841.000000
10,1.8749642464971859e+14,841.000000
10,1.8781830868822656e+14,843.001189
10,1.8787431019951447e+14,843.418403
10,1.8805566048905200e+14,843.764172
10,1.8820942207667544e+14,847.705621
10,1.8823313225925262e+14,848.265625
10,1.8832756674108125e+14,849.019025
10,1.8838912358776162e+14,852.640000
10,1.8840870689681922e+14,856.198488
10,1.8842300169068588e+14,857.653061
10,1.8880342226547609e+14,859.096314
10,1.8880368074474444e+14,859.415512
10,7.4650103943491575e+14,862.618656
10,7.4887408261193350e+14,873.304400
10,7.5439458834000588e+14,876.160000
10,7.6026859712687738e+14,881.010331
10,7.6351945881552400e+14,885.062500
10,7.6416922707970688e+14,888.040000
10,7.6496847188059300e+14,890.425600
10,7.6575468904727962e+14,890.792899
10,7.6759343811214012e+14,891.743163
10,7.6827941387155038e+14,900.000000
10,7.6922939500097575e+14,900.000000
10,7.7048027106990538e+14,900.000000
10,7.7051251459682725e+14,900.000000
10,7.7145364555736300e+14,900.000000
10,7.7187787344648812e+14,902.001111
10,7.7211070657937150e+14,903.753906
10,7.7253873458598575e+14,904.290816
10,7.7267345048475175e+14,908.017778
10,7.7278049536126550e+14,914.173010
10,7.7285846552651950e+14,914.541023
10,7.7433392910575962e+14,917.224490
10,7.7433460230760950e+14,918.090000
10,1.0515831038917484e+26,918.556213
10,2.1331998989417846e+26,920.111111
10,5.1840431278990903e+26,920.990548
10,1.1991957549925779e+27,930.250000
10,1.8063444032670467e+29,932.284444
10,1.8660946114521400e+29,939.658284
10,Inf,941.854935
10,Inf,942.717421
10,Inf,945.562500
10,Inf,946.177600
10,Inf,947.271605
10,Inf,950.694444
10,Inf,951.235457
10,Inf,954.368622
10,Inf,955.371901
10,Inf,963.001041
10,-Inf,4.000000
10,-Inf,6.250000
10,-Inf,11.111111
10,-Inf,16.000000
10,-Inf,18.062500
10,-Inf,18.777778
10,-Inf,25.000000
10,-Inf,25.000000
10,-Inf,27.040000
10,-Inf,33.640000
10,-Inf,36.000000
10,-Inf,38.027778
10,-Inf,39.062500
10,-Inf,42.250000
10,-Inf,44.444444
10,-Inf,46.240000
10,-Inf,51.020408
10,-Inf,56.250000
10,-Inf,57.326531
10,-Inf,64.000000
10,-Inf,66.015625
10,-Inf,67.240000
10,-Inf,68.653061
10,-Inf,69.444444
10,-Inf,72.250000
10,-Inf,75.111111
10,-Inf,83.012346
10,-Inf,83.265625
10,-Inf,86.224490
10,-Inf,89.197531
10,-Inf,100.000000
10,-Inf,100.000000
10,-Inf,100.000000
10,-Inf,100.000000
10,-Inf,100.000000
10,-Inf,102.010000
10,-Inf,103.361111
10,-Inf,105.062500
10,-Inf,108.160000
10,-Inf,111.755102
10,-Inf,116.160494
10,-Inf,118.810000
10,-Inf,123.008264
10,-Inf,123.765625
10,-Inf,128.444444
10,-Inf,129.132231
10,-Inf,134.560000
10,-Inf,138.716049
10,-Inf,139.669421
10,-Inf,144.000000
10,-Inf,146.006944
10,-Inf,147.448980
10,-Inf,148.840000
10,-Inf,152.111111
10,-Inf,155.115702
10,-Inf,156.250000
10,-Inf,156.250000
10,-Inf,162.562500
10,-Inf,169.000000
10,-Inf,169.000000
10,-Inf,171.005917
10,-Inf,176.165289
10,-Inf,177.094675
10,-Inf,177.777778
10,-Inf,184.960000
10,-Inf,187.479290
10,-Inf,196.000000
10,-Inf,198.005102
10,-Inf,198.340278
10,-Inf,199.515625
10,-Inf,200.694444
10,-Inf,202.514793
10,-Inf,203.710744
10,-Inf,204.081633
10,-Inf,208.641975
10,-Inf,210.250000
10,-Inf,214.413265
10,-Inf,219.040000
10,-Inf,222.010000
10,-Inf,222.698225
10,-Inf,225.000000
10,-Inf,225.000000
10,-Inf,227.004444
10,-Inf,229.306122
10,-Inf,233.071111
10,-Inf,238.842975
10,-Inf,243.360000
10,-Inf,248.668639
10,-Inf,249.188776
10,-Inf,256.000000
10,-Inf,258.003906
10,-Inf,258.137778
10,-Inf,258.673611
10,-Inf,259.567901
10,-Inf,260.591837
10,-Inf,264.062500
10,-Inf,264.062500
10,-Inf,268.960000
10,-Inf,274.316406
10,-Inf,274.612245
10,-Inf,277.777778
10,-Inf,277.777778
10,-Inf,281.207101
10,-Inf,282.851240
10,-Inf,289.000000
10,-Inf,289.000000
10,-Inf,291.003460
10,-Inf,297.055363
10,-Inf,300.444444
10,-Inf,302.760000
10,-Inf,306.250000
10,-Inf,307.280277
10,-Inf,308.441406
10,-Inf,316.840000
10,-Inf,321.236686
10,-Inf,321.885813
10,-Inf,324.000000
10,-Inf,326.003086
10,-Inf,327.610000
10,-Inf,328.515625
10,-Inf,332.049383
10,-Inf,333.062500
10,-Inf,333.671111
10,-Inf,337.223140
10,-Inf,341.162630
10,-Inf,342.250000
10,-Inf,344.897959
10,-Inf,344.897959
10,-Inf,351.562500
10,-Inf,356.790123
10,-Inf,363.002770
10,-Inf,363.378906
10,-Inf,365.484429
10,-Inf,369.044321
10,-Inf,369.822485
10,-Inf,371.204444
10,-Inf,373.777778
10,-Inf,375.929012
10,-Inf,379.224377
10,-Inf,380.250000
10,-Inf,391.474490
10,-Inf,393.709141
10,-Inf,395.307958
10,-Inf,400.000000
10,-2.1574407003316562e+13,400.000000
10,-8.3035433747759873e+12,400.000000
10,-1.5841520890687627e+12,400.000000
10,-1.7427469786986616e+08,400.000000
10,1.0000000000000004e+00,402.002500
10,1.0000000000000009e+00,403.644628
10,1.0000000000000009e+00,404.456790
10,1.0000000000005065e+00,408.040000
10,1.0000000000012448e+00,412.731302
10,1.0000000000027085e+00,413.444444
10,1.0000000000041334e+00,416.160000
10,1.0000000000046425e+00,418.202500
10,1.0000000000117453e+00,420.250000
10,1.0000000000124716e+00,428.171598
10,1.0000000000197540e+00,429.410494
10,1.0000000000204454e+00,431.173010
10,1.0000000000391311e+00,432.640000
10,1.0000000000395151e+00,436.590028
10,1.0000000000553240e+00,443.002268
10,1.0000000000556026e+00,443.628906
10,1.0000000000917055e+00,447.020408
10,1.0000000000951172e+00,449.036281
10,1.0000000001158420e+00,449.440000
10,1.0000000001250604e+00,451.562500
10,1.0000000001780496e+00,453.081633
10,1.0000000001962268e+00,459.183673
10,1.0000000002150133e+00,464.641975
10,1.0000000002412230e+00,465.650970
10,1.0000000003145515e+00,469.444444
10,1.0000000003596927e+00,473.580499
10,1.0000000003633420e+00,473.702422
10,1.0000000004163287e+00,475.240000
10,1.0000000005214451e+00,484.000000
10,1.0000000005751499e+00,486.002066
10,1.0000000005960783e+00,487.673611
10,1.0000000006484828e+00,488.410000
10,1.0000000008022396e+00,492.033058
10,1.0000000008395236e+00,492.417234
10,1.0000000008767957e+00,495.062500
10,1.0000000009052690e+00,497.633136
10,1.0000000010838330e+00,500.346260
10,1.0000000010943564e+00,502.167355
10,1.0000000011100421e+00,503.753086
10,1.0000000011172168e+00,504.002500
10,1.2850575694548712e+09,506.250000
10,3.0591421329467912e+09,512.698980
10,6.0613718815926971e+09,513.777778
10,1.0043063506013256e+10,515.938776
10,1.3646165829040739e+10,516.528926
10,1.6388989084838808e+10,523.602076
10,2.0925926180553242e+10,531.001890
10,2.2044142561786533e+10,532.071111
10,2.3959736271342869e+10,534.765625
10,2.4927161014369194e+10,535.291322
10,3.1262749421103264e+10,537.030246
10,3.8242283512279724e+10,538.240000
10,3.9334806253691322e+10,541.174515
10,5.3969077503981148e+10,544.444444
10,5.4144826468143547e+10,547.153119
10,7.0925324573201767e+10,554.864198
10,8.1800170502981735e+10,555.191406
10,1.0479378788207268e+11,558.677686
10,1.0623526209203278e+11,561.483932
10,1.2654112910406807e+11,576.000000
10,1.3312095887311809e+11,578.001736
10,1.5159356145338828e+11,578.287982
10,1.9208246802037683e+11,578.402500
10,2.8668029417151782e+11,579.698225
10,3.7670570941070801e+11,580.181474
10,3.7898505690080817e+11,580.371901
10,6.3811991994268298e+11,581.660900
10,7.0564234107635193e+11,584.027778
10,1.7148615540479612e+12,586.960744
10,2.2370029248270117e+12,588.062500
10,3.0580798587943804e+12,588.700831
10,3.3103667894628491e+12,589.795918
10,3.7525308630628208e+12,589.795918
10,5.9636200415771670e+12,592.111111
10,7.8094696988682500e+12,594.140625
10,1.6306277903774971e+13,595.360000
10,Inf,603.449905
10,Inf,605.160000
10,Inf,608.444444
10,Inf,611.188272
10,Inf,617.877551
10,Inf,620.462810
10,Inf,625.000000
10,Inf,625.000000
10,Inf,625.000000
10,Inf,625.000000
10,Inf,627.001600
10,Inf,627.085069
10,Inf,631.538752
10,Inf,633.025600
10,Inf,643.129600
10,Inf,643.556787
10,Inf,648.750865
10,Inf,650.250000
10,Inf,657.409600
10,Inf,659.555785
10,Inf,663.675737
10,Inf,664.742911
10,Inf,676.000000
10,Inf,676.000000
10,Inf,676.000000
10,Inf,676.000000
10,Inf,676.000000
10,Inf,678.001479
10,Inf,678.168403
10,Inf,678.602500
10,Inf,679.719388
10,Inf,680.340278
10,Inf,684.023669
10,Inf,684.694444
10,Inf,689.937778
10,Inf,694.119822
10,Inf,695.041322
10,Inf,699.073600
10,Inf,702.250000
10,Inf,703.402647
10,Inf,704.661157
10,Inf,705.566406
10,Inf,706.440443
10,Inf,708.378698
10,Inf,711.111111
10,Inf,716.199546
10,Inf,723.610000
10,Inf,725.826990
10,Inf,726.841600
10,Inf,726.924556
10,Inf,731.001372
10,Inf,737.021948
10,Inf,739.840000
10,Inf,747.111111
10,Inf,747.903592
10,Inf,749.390625
10,Inf,749.917160
10,Inf,750.151235
10,Inf,756.250000
10,Inf,759.553600
10,Inf,760.183673
10,Inf,761.351166
10,Inf,771.604938
10,Inf,776.020408
10,Inf,777.551775
10,Inf,778.116343
10,Inf,779.857339
10,Inf,784.000000
10,Inf,786.001276
10,Inf,787.737778
10,Inf,788.313609
10,Inf,792.020408
10,Inf,793.361111
10,Inf,797.497600
10,Inf,798.062500
10,Inf,798.676749
10,Inf,802.103316
10,Inf,802.777778
10,Inf,802.777778
10,Inf,809.402500
10,Inf,810.059172
10,Inf,813.927336
10,Inf,814.842975
10,Inf,816.326531
10,Inf,830.293553
10,Inf,830.487603
10,Inf,834.567901
10,Inf,834.797194
10,Inf,841.000000
10,Inf,841.000000
10,Inf,843.001189
10,Inf,843.418403
10,Inf,843.764172
10,Inf,847.705621
10,Inf,848.265625
10,Inf,849.019025
10,Inf,852.640000
10,Inf,856.198488
10,Inf,857.653061
10,Inf,859.096314
10,Inf,859.415512
10,Inf,862.618656
10,Inf,873.304400
10,Inf,876.160000
10,Inf,881.010331
10,Inf,885.062500
10,Inf,888.040000
10,Inf,890.425600
10,Inf,890.792899
10,Inf,891.743163
10,Inf,900.000000
10,Inf,900.000000
10,Inf,900.000000
10,Inf,900.000000
10,Inf,900.000000
10,Inf,902.001111
10,Inf,903.753906
10,Inf,904.290816
10,Inf,908.017778
10,Inf,914.173010
10,Inf,914.541023
10,Inf,917.224490
10,Inf,918.090000
10,Inf,918.556213
10,Inf,920.111111
10,Inf,920.990548
10,Inf,930.250000
10,Inf,932.284444
10,Inf,939.658284
10,Inf,941.854935
10,Inf,942.717421
10,Inf,945.562500
10,Inf,946.177600
10,Inf,947.271605
10,Inf,950.694444
10,Inf,951.235457
10,Inf,954.368622
10,Inf,955.371901
10,Inf,963.001041
10,-1.7560548604013341e-07,4.000000
10,-9.7880336299834259e-08,6.250000
10,-6.8005647507897787e-08,11.111111
10,-4.0835972120154132e-08,16.000000
10,-5.8244588141011088e-09,18.062500
10,-5.8185259719484064e-09,18.777778
10,-5.8185259719484064e-09,25.000000
10,-5.1862645441555951e-09,25.000000
10,-3.3699184381930818e-09,27.040000
10,-3.1255231600021666e-09,33.640000
10,-1.6846048099609040e-09,36.000000
10,-8.6698942066937164e-10,38.027778
10,-1.0865449635359533e-10,39.062500
10,-1.0865449635359533e-10,42.250000
10,-5.3326754068584012e-11,44.444444
10,-5.3326754068584012e-11,46.240000
10,-4.8725391832491401e-11,51.020408
10,-1.4872983083440141e-11,56.250000
10,-1.4872983083440141e-11,57.326531
10,-8.9306054916508209e-13,64.000000
10,-8.9306054916508199e-13,66.015625
10,-1.7146071425273558e-13,67.240000
10,-7.7616606671268282e-14,68.653061
10,-7.7616606671268282e-14,69.444444
10,-6.5520246079668503e-14,72.250000
10,-7.5816878559398922e-15,75.111111
10,-2.0018648771627577e-15,83.012346
10,-1.3305155921314436e-15,83.265625
10,-1.3305155921314436e-15,86.224490
10,-9.9638123957122689e-16,89.197531
10,-9.9638123957122669e-16,100.000000
10,-1.7004110333511823e-16,100.000000
10,-1.7004110333511820e-16,100.000000
10,-1.3195240942676115e-16,100.000000
10,-7.4783911336443948e-17,100.000000
10,-7.4783911336443948e-17,102.010000
10,-4.2057653714815013e-17,103.361111
10,-3.9154077063527949e-17,105.062500
10,-3.9154077063527943e-17,108.160000
10,-7.9375895009686362e-19,111.755102
10,5.6963415578856660e-17,116.160494
10,1.6337877628511689e-16,118.810000
10,1.6337877628511689e-16,123.008264
10,2.2444644326133624e-16,123.765625
10,5.4176091149287192e-16,128.444444
10,5.4176091149287192e-16,129.132231
10,5.8478287893300181e-16,134.560000
10,8.4962863408094767e-16,138.716049
10,8.4962863408094767e-16,139.669421
10,9.2615326181448941e-16,144.000000
10,1.0266836458747476e-15,146.006944
10,1.2110355884777845e-15,147.448980
10,1.2110355884777847e-15,148.840000
10,1.3164426200015606e-15,152.111111
10,1.3164426200015606e-15,155.115702
10,1.3204196413424684e-15,156.250000
10,1.6775236072373604e-15,156.250000
10,1.8643210937632847e-15,162.562500
10,2.2120294214202434e-15,169.000000
10,2.2120294214202438e-15,169.000000
10,2.8702503407549265e-15,171.005917
10,2.8702503407549269e-15,176.165289
10,3.6112537656263758e-15,177.094675
10,3.6112537656263758e-15,177.777778
10,4.0050122905545711e-15,184.960000
10,4.6604782939868997e-15,187.479290
10,4.6604782939868997e-15,196.000000
10,4.6917363602717435e-15,198.005102
10,4.7001415886273051e-15,198.340278
10,4.7001415886273059e-15,199.515625
10,5.0599870082964582e-15,200.694444
10,5.2886562506071840e-15,202.514793
10,5.2886562506071848e-15,203.710744
10,5.2900649755169702e-15,204.081633
10,5.2900649755169710e-15,208.641975
10,5.3336589711871625e-15,210.250000
10,5.4374881244698045e-15,214.413265
10,5.4374881244698053e-15,219.040000
10,5.5047773490503258e-15,222.010000
10,5.7809560748234599e-15,222.698225
10,5.8344549456668840e-15,225.000000
10,5.8344549456668840e-15,225.000000
10,7.7601093530500998e-15,227.004444
10,7.7601093530501014e-15,229.306122
10,9.7544138043733344e-15,233.071111
10,9.7544138043733360e-15,238.842975
10,1.0784943529294305e-14,243.360000
10,1.1709877050550032e-14,248.668639
10,1.1709877050550033e-14,249.188776
10,1.2068504188560444e-14,256.000000
10,1.2068504188560444e-14,258.003906
10,1.2153261693752525e-14,258.137778
10,1.2286301243282263e-14,258.673611
10,1.2404112496531941e-14,259.567901
10,1.2404112496531942e-14,260.591837
10,1.2503327123591716e-14,264.062500
10,1.2571539449857078e-14,264.062500
10,1.2604231352284514e-14,268.960000
10,1.2743264155931818e-14,274.316406
10,1.2889634538943776e-14,274.612245
10,1.3986114836810368e-14,277.777778
10,1.3986114836810370e-14,277.777778
10,1.4158619261468730e-14,281.207101
10,1.4874630922338038e-14,282.851240
10,1.4874630922338042e-14,289.000000
10,1.7257502382063766e-14,289.000000
10,1.8696411742540461e-14,291.003460
10,2.0643256575985662e-14,297.055363
