mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,lambda_isfinite,selected_positive_mode,vector_isfinite,vector_norm,w_norm,w_min,w_min_node,w_max,w_max_node,phi_1_norm,phi_2_norm,rebuild_error,relative_rebuild_error
245,245,w245,1.1060553605566014e8,1.698686209275794e6,true,false,true,6.572057326201746,0.002543345094446367,-0.00045966932823016164,80,0.0004032358594802061,263,4.6448135634524785,4.649477173946086,0.0,0.0
246,246,w246,1.1354855343570846e8,0.0,true,true,true,7.54269538576969,0.007263227398129623,-0.001642700799934755,260,0.0013039116340291786,127,5.312426443151723,5.354467874041406,0.0,0.0
247,247,w247,1.1629807009239161e8,-2.5677662037427113e6,true,false,true,7.244862645926735,0.002156549334936003,-0.00041922759149646996,129,0.000391477173459509,88,5.100678370406547,5.145008286612016,0.0,0.0
248,248,w248,1.1629807009239161e8,2.5677662037427113e6,true,false,true,7.244862645926735,0.002156549334936003,-0.00041922759149646996,129,0.000391477173459509,88,5.100678370406547,5.145008286612016,0.0,0.0
249,249,w249,1.2423834762231095e8,-5.617504757078572e6,true,false,true,3.3833625541184933,0.0012185446915578982,-0.00027189485560891993,65,0.0002039794238823949,82,2.378451832093291,2.406264235318332,0.0,0.0
250,250,w250,1.2423834762231097e8,5.617504757078573e6,true,false,true,3.3833625541184933,0.0012185446915578982,-0.00027189485560891993,65,0.0002039794238823949,82,2.378451832093291,2.406264235318332,0.0,0.0
251,251,w251,1.2961598695253809e8,0.0,true,true,true,9.345163282939446,0.001349476352499682,-0.00023971228442454636,274,0.0002651684834699777,75,6.576561491800742,6.639345894610154,0.0,0.0
252,252,w252,1.3572133466979617e8,0.0,true,true,true,9.144472624764049,0.0038488122705766154,-0.0008725810110144682,79,0.0006764238029919445,145,6.430437104390632,6.501603142162664,0.0,0.0
253,253,w253,1.404008036208664e8,-5.481482717617727e6,true,false,true,5.128013269075158,0.0016850050388231418,-0.0003482168604066382,200,0.0003448572319544995,274,3.6100120740969914,3.642022799687401,0.0,0.0
254,254,w254,1.404008036208664e8,5.481482717617726e6,true,false,true,5.128013269075158,0.0016850050388231418,-0.0003482168604066382,200,0.0003448572319544995,274,3.6100120740969914,3.642022799687401,0.0,0.0
255,255,w255,1.460729567688573e8,0.0,true,true,true,9.518787904055555,0.001693596005916825,-0.000272424127289574,233,0.00032907615838880465,155,6.699601059844224,6.761853734965069,0.0,0.0
256,256,w256,1.4776317326184022e8,-5.334658126286471e6,true,false,true,6.644963698466524,0.0010256129813671715,-0.00020680044613393731,274,0.00015903511602561246,125,4.668448095572355,4.728756060636113,0.0,0.0
257,257,w257,1.4776317326184022e8,5.33465812628647e6,true,false,true,6.644963698466524,0.0010256129813671715,-0.00020680044613393731,274,0.00015903511602561246,125,4.668448095572355,4.728756060636113,0.0,0.0
258,258,w258,1.550478638939473e8,3.3593494627661e6,true,false,true,4.9392560087798705,0.0004691952393999382,-9.191724461081161e-5,94,7.699123763107731e-5,283,3.4741842119887587,3.5108821913148747,0.0,0.0
259,259,w259,1.5504786389394733e8,-3.3593494627661007e6,true,false,true,4.9392560087798705,0.0004691952393999382,-9.191724461081161e-5,94,7.699123763107731e-5,283,3.4741842119887587,3.5108821913148747,0.0,0.0
260,260,w260,1.597432083423255e8,0.0,true,true,true,7.2185061372255905,0.00538858491010021,-0.001057639828955475,76,0.0010129906463906563,262,5.078042849597351,5.130329680826508,0.0,0.0
261,261,w261,1.7322613581131193e8,-3.253055404578907e6,true,false,true,4.393698679195169,0.00279119650681255,-0.0004605852979023518,155,0.0005006016434483044,250,3.090200324318268,3.123338317948716,0.0,0.0
262,262,w262,1.7322613581131196e8,3.2530554045789074e6,true,false,true,4.393698679195169,0.00279119650681255,-0.0004605852979023518,155,0.0005006016434483044,250,3.090200324318268,3.123338317948716,0.0,0.0
263,263,w263,1.7944528433070746e8,0.0,true,true,true,9.536197457401082,0.0020719395841343703,-0.0003825434953182944,269,0.00038959369021721545,109,6.708496869383343,6.77754582478666,0.0,0.0
264,264,w264,1.9362869296681595e8,0.0,true,true,true,9.21504388015598,0.0012329636262789262,-0.00021862106928114688,120,0.00022327038635646336,255,6.490623286956296,6.541318027723583,0.0,0.0
265,265,w265,2.006487058463031e8,4.343572311381719e6,true,false,true,8.43718884318989,0.0009495616547990105,-0.0001463019440124455,165,0.0001682249649167811,259,5.928153111539333,6.003595202886947,0.0,0.0
266,266,w266,2.0064870584630314e8,-4.34357231138172e6,true,false,true,8.43718884318989,0.0009495616547990105,-0.0001463019440124455,165,0.0001682249649167811,259,5.928153111539333,6.003595202886947,0.0,0.0
267,267,w267,2.059929742532297e8,-1.4191334823309872e6,true,false,true,7.334533476747535,0.0011070607374550358,-0.0001539632105892384,169,0.00019686378749907713,186,5.151109850817383,5.221249601461219,0.0,0.0
268,268,w268,2.059929742532297e8,1.4191334823309872e6,true,false,true,7.334533476747535,0.0011070607374550358,-0.0001539632105892384,169,0.00019686378749907713,186,5.151109850817383,5.221249601461219,0.0,0.0
269,269,w269,2.0820210298699516e8,-5.688207780107118e6,true,false,true,1.3098503472036649,0.0012630118264531768,-0.00022156507593965995,180,0.00022402621222998662,153,0.9278061315089884,0.9245983556144868,0.0,0.0
270,270,w270,2.082021029869952e8,5.688207780107119e6,true,false,true,1.3098503472036649,0.0012630118264531768,-0.00022156507593965995,180,0.00022402621222998662,153,0.9278061315089884,0.9245983556144868,0.0,0.0
271,271,w271,2.1394770707171416e8,-9.59431232262793e6,true,false,true,7.747743957385247,0.0021809317955947035,-0.00037028724087945057,110,0.00042625628770783284,289,5.474299145187075,5.48266181172432,0.0,0.0
272,272,w272,2.1394770707171416e8,9.59431232262793e6,true,false,true,7.747743957385247,0.0021809317955947035,-0.00037028724087945057,110,0.00042625628770783284,289,5.474299145187075,5.48266181172432,0.0,0.0
273,273,w273,2.1584118900160116e8,0.0,true,true,true,7.313632391744881,0.005285861758315525,-0.0008839880974483859,103,0.0007988494222765296,193,5.154751383774541,5.188229851569791,0.0,0.0
274,274,w274,2.2362415585017195e8,0.0,true,true,true,9.263270158446021,0.0014907840422392605,-0.0002724307997749438,106,0.00023777363733058508,85,6.519898087922845,6.580205219369645,0.0,0.0
275,275,w275,2.2448320819735038e8,-1.0410451616706243e7,true,false,true,5.787228850260515,0.0010288314309206065,-0.00024264262497730417,199,0.0001825469120497646,255,4.069756265219394,4.114498833211769,0.0,0.0
276,276,w276,2.2448320819735038e8,1.0410451616706243e7,true,false,true,5.787228850260515,0.0010288314309206065,-0.00024264262497730417,199,0.0001825469120497646,255,4.069756265219394,4.114498833211769,0.0,0.0
277,277,w277,2.380032617005477e8,0.0,true,true,true,9.561572369666976,0.0021869472702533313,-0.0003478564686638201,192,0.0004044505041414804,102,6.736333776505483,6.785681148503216,0.0,0.0
278,278,w278,2.424134415034046e8,0.0,true,true,true,8.135079746232007,0.003302559965048304,-0.0006417473837545978,90,0.0007995174688717677,162,5.76408289488488,5.740632365127333,0.0,0.0
279,279,w279,2.5065353474016222e8,-1.5018320836328026e7,true,false,true,4.726581719769652,0.0010303996296353957,-0.00018420662955952514,264,0.00017063647846801905,266,3.320146785831031,3.364104488935075,0.0,0.0
280,280,w280,2.5065353474016225e8,1.5018320836328026e7,true,false,true,4.726581719769652,0.0010303996296353957,-0.00018420662955952514,264,0.00017063647846801905,266,3.320146785831031,3.364104488935075,0.0,0.0
281,281,w281,2.664360872874992e8,8.432592379017431e6,true,false,true,5.768241046881741,0.0033093435727728666,-0.0005573713521721944,274,0.0005959315826769999,80,4.092466563236454,4.065010609084324,0.0,0.0
282,282,w282,2.6643608728749922e8,-8.432592379017431e6,true,false,true,5.768241046881741,0.0033093435727728666,-0.0005573713521721944,274,0.0005959315826769999,80,4.092466563236454,4.065010609084324,0.0,0.0
283,283,w283,2.7911842086171496e8,0.0,true,true,true,11.020639155215934,0.006915174474655655,-0.000946846142499302,180,0.0011548634311410537,207,7.774755114598594,7.810737639804807,0.0,0.0
284,284,w284,2.901901568647255e8,0.0,true,true,true,9.434517925061414,0.0034607003131741794,-0.000522856049420725,173,0.0005490066785481013,260,6.634253302723459,6.707965385805251,0.0,0.0
285,285,w285,3.208809559031278e8,-1.1154256744203721e6,true,false,true,8.59633359427571,0.001200225321472445,-0.00018947837493289997,193,0.00023112190899461196,110,6.068102309688142,6.088931284116264,0.0,0.0
286,286,w286,3.208809559031278e8,1.1154256744203721e6,true,false,true,8.59633359427571,0.001200225321472445,-0.00018947837493289997,193,0.00023112190899461196,110,6.068102309688142,6.088931284116264,0.0,0.0
287,287,w287,3.3386792825729346e8,1.4005156004838765e7,true,false,true,4.691759874677751,0.0008049297227133831,-0.00013632791653350607,114,0.00013405273360994182,171,3.2953344187826232,3.3396678191267655,0.0,0.0
288,288,w288,3.338679282572935e8,-1.4005156004838763e7,true,false,true,4.691759874677751,0.0008049297227133831,-0.00013632791653350607,114,0.00013405273360994182,171,3.2953344187826232,3.3396678191267655,0.0,0.0
289,289,w289,3.4733250341927034e8,-1.4108518583479479e7,true,false,true,8.763187791131303,0.00663730216340157,-0.0011582097305946723,199,0.0010067898720633789,176,6.178389756296491,6.214572891852123,0.0,0.0
290,290,w290,3.473325034192704e8,1.4108518583479479e7,true,false,true,8.763187791131303,0.00663730216340157,-0.0011582097305946723,199,0.0010067898720633789,176,6.178389756296491,6.214572891852123,0.0,0.0
291,291,w291,3.5076986720855546e8,0.0,true,true,true,9.741546763724351,0.0026800203802129297,-0.0004644286881394241,224,0.0005991077693932814,110,6.8635046329761105,6.913033366072712,0.0,0.0
292,292,w292,3.6197344626153004e8,1.32367498515914e7,true,false,true,2.4355207838440767,0.0007062843154319713,-0.00011342293924083147,124,0.00013039078044476264,155,1.7122938832795032,1.7319961451985193,0.0,0.0
293,293,w293,3.619734462615301e8,-1.32367498515914e7,true,false,true,2.4355207838440767,0.0007062843154319713,-0.00011342293924083147,124,0.00013039078044476264,155,1.7122938832795032,1.7319961451985193,0.0,0.0
294,294,w294,3.894887076010184e8,0.0,true,true,true,9.325983213471813,0.0015588191722664727,-0.0002945532387246841,255,0.00027186447458260935,194,6.575586047440484,6.613291812762149,0.0,0.0
295,295,w295,4.053443275949084e8,2.96629094808037e6,true,false,true,8.12521410589136,0.0007569486648797146,-0.00014955500912303116,189,0.00010560538182226252,65,5.713099968099443,5.777507459805376,0.0,0.0
296,296,w296,4.0534432759490854e8,-2.9662909480803707e6,true,false,true,8.12521410589136,0.0007569486648797146,-0.00014955500912303116,189,0.00010560538182226252,65,5.713099968099443,5.777507459805376,0.0,0.0
297,297,w297,4.438764523978242e8,0.0,true,true,true,9.923852429774433,0.0025825851077418325,-0.00040832976015681605,69,0.0004142680273641029,116,6.99609921342252,7.0382836099537,0.0,0.0
298,298,w298,4.599762190964289e8,-2.5639320568805948e7,true,false,true,4.74254966542369,0.0008858011317280445,-0.00016434356178260872,170,0.00016851648577225343,139,3.3309926610078047,3.375835368716735,0.0,0.0
299,299,w299,4.599762190964289e8,2.5639320568805948e7,true,false,true,4.74254966542369,0.0008858011317280445,-0.00016434356178260872,170,0.00016851648577225343,139,3.3309926610078047,3.375835368716735,0.0,0.0
300,300,w300,4.628574154368117e8,-3.9391612755988315e6,true,false,true,5.712920323315614,0.00415965577489622,-0.0008662109494051571,229,0.0007737403163582277,242,3.9837671006712556,4.094757746854598,0.0,0.0
301,301,w301,4.628574154368117e8,3.9391612755988305e6,true,false,true,5.712920323315614,0.00415965577489622,-0.0008662109494051571,229,0.0007737403163582277,242,3.9837671006712556,4.094757746854598,0.0,0.0
302,302,w302,4.877767391477046e8,0.0,true,true,true,9.176425597677307,0.0034937661323134065,-0.0007377765766593227,205,0.0006583532534577686,133,6.446082414872106,6.531063928946199,0.0,0.0
303,303,w303,4.901094348773889e8,2.2701441900385138e7,true,false,true,2.3595358600947502,0.0015241235377132956,-0.00031356692872997643,273,0.00025736260775437056,274,1.6682876887692464,1.6685992147970945,0.0,0.0
